uniprot_acc	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108
P15179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1960800	125850000	1271800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P15180	494340	0	0	120940	187420	0	74341	56213	26212	0	60850	94866	51900	192700	67461	0	0	0	0	35937	140110	42576	55306	112940	146010	1597900	152090	174730000	10800000000	9202300000	1300400000	265720000	129850000	11993000	7703600	15720000	1838400	2258900	3421100	1565400	1907100	990560	1358300	1197000	947850	668520	823330	835320	265220	332780	471510	658330	161760	153650	163770	0	299800	113830	88217	306290	355480	359040	309360	400660	331540	421410	279410	585500	245140	669630	406690	201530	238820	436960	253180	0	305190	218270	631830	0	0	366360	0	254890	0	119880	0	0	154040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P15274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6977700	36420000	35339000	79501000	54016000	26118000	25004000	6793700	5365400	0	0	4500500	4757100	5705600	6708100	4129000	3832000	29959000	0	0	3584200	3721700	0	10124000	10128000	6859700	7349200	0	0	0	0	0	0	0	0	10645000	0	0	0	0	12374000	0	0	0	0	0	0	0	0	0	0	0	0	0	7983800	0	0	0	0	0	0	5543600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P15303	0	0	0	0	0	0	0	290430	0	0	0	0	285650	203210	0	0	406110	0	698380	0	0	0	0	0	0	0	0	0	0	144570	0	391390	0	0	0	0	0	665630	16527000	15267000	21047000	677760000	973450000	7454000000	574400000	65483000	13228000	17364000	9080900	4994500	3995400	6325200	11216000	3230700	20572000	14209000	3372000	1083900	334450	3158100	1120500	3116200	1451500	1527100	3374800	3719400	424620	1990200	1519600	1544700	322640	0	2508200	607390	630910	0	0	2099300	709540	0	665290	1018200	0	0	0	0	0	0	0	0	6268500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P15424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3199200	0	29789000	107830000	1318900000	591780000	61032000	13968000	2205300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P15454	0	0	77022000	58165000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P15496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	866930	0	0	0	2270900	0	5439000	833530000	669040000	89199000	231480000	62925000	21503000	15988000	12882000	10301000	10056000	9520800	7720500	6581900	7952600	5506100	4594800	9116600	3125300	2974800	4852400	0	1916000	0	5868000	2593100	0	0	0	1945400	1846100	9467800	0	0	0	12065000	5340900	2505900	5380700	12694000	2987000	0	4032400	0	49136000	9722500	0	15317000	0	4032300	3578700	45267000	5288100	22744000	7910400	6913300	3922000	8485300	8394100	8804500	9040800	5213500	0	0	0	0	0	0	0	0	0	12447000	0	10366000	0	0	0	0	0	0	0
P15565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85122000	538480000	238250000	42158000	34214000	55899000	131120000	232290000	172690000	268490000	117440000	28126000	20463000	10396000	5778200	0	0	9538300	12855000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7481100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P15624	0	0	0	152720	527810	280850	120510	116920	337130	226660	318900	387510	165390	237850	216600	204400	0	315080	343170	0	384440	236440	0	0	654420	4608100000	710370000	3924500000	221240000	66098000	4380000	23801000	10523000	0	718600	1596300	1424600	506820	873430	922510	896190	249880	602590	95203	1299800	658480	701000	569040	208210	964060	1051100	682290	275990	199530	192280	0	0	0	0	0	0	0	226620	0	994250	557100	491220	0	0	157620	780070	492830	440260	823310	274840	0	456600	541740	900610	225530	467790	301200	0	0	0	321000	385830	0	0	0	0	319170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P15625	0	0	0	288370	0	371940	340130	1646200	333370	401450	706240	1173200	937980	1407100	38539000	53355000	300690	67285	0	0	1784100	0	14974	43906	2880500	6387900000	810420000	4330200000	386610000	22831000	15210000	2948300	1502300	0	536310	500750	116030	852180	396800	308920	168150	564330	495610	367990	466580	0	161880	297750	86049	312550	730850	0	394280	0	123340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188580	0	0	0	0	0	0	0	253360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P15646	0	0	0	3480200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2977600	2324600	0	1482700	0	0	0	0	0	0	5976400	1002900000	603530000	245640000	127140000	46549000	28494000	34152000	42759000	41933000	34635000	29419000	25644000	23208000	21102000	15733000	17580000	9768900	14384000	5866200	6558900	9022400	6483600	0	3977000	10595000	0	0	6434100	8554900	0	0	0	0	7746500	0	0	0	0	4113400	0	0	0	0	0	0	0	2906100	2899200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P15700	0	0	0	44034000	2340000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P15703	0	0	0	0	3597600	15736000	13599000	5073200	3203200	6367200	4488100	2626500	3979900	3821100	3240500	2417200	176520000	45228000	87553000	208430000	1364100000	144030000	87318000	10004000	3775100	0	46758000	5367200	41291000	3944000	8409200	4460600	0	0	0	2230600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2140600	0	0	0	0	0	0	0	5659300	0	0	0	0	0	0	2030300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P15705	470680	0	315890	30866000	241670000	221710000	56184000	145590000	140050000	189250000	292780000	113320000	278610000	366410000	301990000	393880000	196060000	2866900000	1166600000	12901000000	2060600000	837940000	119980000	14202000	637760	312540	6871500	621850	716130	1090600	363020	675380	332980	0	4067700	0	1047700	1153900	0	286690	604080	0	0	290560	1780400	712150	818850	0	0	810420	1019900	3558800	0	0	0	8434400	5241000	0	1586900	1103000	0	0	0	0	0	0	0	0	0	0	0	0	1503600	0	0	0	0	0	0	1440100	0	0	0	0	0	0	0	0	0	0	0	0	7194700	8101400	0	0	4660500	0	0	0	0	0	0	4049600	0	1428200	0	0
P15790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2803900	0	0	0	0	0	0	0	0	11530000	18209000	6970100	0	9425800	0	11387000	11437000	0	8623400	13870000	12556000	10924000	10674000	17761000	20945000	29230000	36131000	71490000	112380000	101150000	67715000	121030000	49613000	23693000	23429000	17832000	17061000	13360000	14954000	16054000	17512000	15326000	14646000	19967000	21018000	15116000	0	11488000	12548000	7028700	20528000	0	14400000	14505000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P15807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66628000	6388000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P15873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27607000	9741500	5843400	6405400	7093300	6754000	22886000	40521000	50758000	18183000	516090000	5664400000	74584000	3326100	966330	0	0	1439900	0	3026700	0	0	0	0	0	0	0	0	0	0	1493400	0	1499900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P15891	0	0	0	2028600	73838000	12555000	43130000	135650000	182500000	185060000	358260000	475780000	476810000	380660000	252770000	232830000	224710000	171210000	309760000	109810000	144050000	117830000	78526000	33152000	57842000	170690000	48137000	1510100000	221790000	16687000	7282700	7203800	8443400	3698000	2742400	2317600	2801100	4923100	6428100	10363000	29758000	24638000	7502200	0	1076500	9423000	47880000	1103900000	2942200000	1172400000	1564400000	465010000	68460000	0	8152400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2133300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P15938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23856000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89926000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P15992	0	0	0	11634000	68619000	123030000	252000000	280820000	466660000	582230000	815760000	1149400000	1164000000	1204900000	1210600000	1258000000	813890000	1293200000	986340000	1039000000	774400000	856100000	765960000	441070000	438200000	353350000	144240000	246240000	247370000	251540000	263950000	235270000	211420000	173180000	118870000	149810000	148730000	126240000	127710000	164270000	116510000	166650000	149280000	94447000	96541000	63262000	70488000	131370000	75863000	75493000	118290000	79200000	84357000	109160000	123910000	103020000	108360000	136080000	136620000	150880000	96801000	106170000	163950000	95562000	126910000	124160000	95650000	164700000	181510000	116280000	127010000	124760000	117240000	132960000	130420000	112930000	135070000	151830000	155450000	191470000	172950000	188750000	198250000	167880000	119870000	188220000	110110000	131830000	129630000	0	59981000	140010000	92099000	183250000	157260000	0	57861000	106930000	145280000	118620000	96841000	66882000	176580000	102250000	104220000	145910000	112820000	164240000
P16120	0	0	88398000	453910000	77776000	15805000	7551100	1679100	3790000	2649700	1496400	879510	832210	1246200	812460	751100	2569500	1343100	0	0	0	23912000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9338300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P16140	0	1501900	5422900	187350000	24463000	9149600	18199000	9344400	15523000	11684000	33384000	10174000	8614400	13622000	4688900	5057600	870410	975670	792710	848790	1088400	1417500	912770	0	1502400	3699700	0	11221000	18759000	100150000	153980000	195260000	155940000	4110600	214760000	2560200000	416640000	276780000	266890000	241610000	54479000	162120000	146310000	17955000	9225500	6101300	6567500	6910700	3878300	9547600	9280900	8287000	8572300	10124000	7164500	4680400	7500700	12324000	12462000	9506500	8219200	23149000	14608000	16272000	8652600	10970000	11210000	17869000	11375000	13835000	7906500	23106000	26930000	10601000	6889500	2725600	23129000	6895100	41359000	0	9464100	10206000	0	0	11023000	45208000	13275000	5839100	8196000	0	0	0	0	0	0	0	0	0	0	15855000	0	0	0	0	3526900	0	0	0
P16370	0	0	0	0	0	0	0	0	0	0	0	0	0	1933200	0	0	0	0	18776000	0	0	0	0	0	0	0	0	0	0	0	6050100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9594000	13271000	189820000	204600000	106990000	10041000	6185100	0	0	4612900	0	0	0	0	11127000	0	0	10311000	0	0	0	0	0	12884000	10511000	0	0	0	0	0	0	4664500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P16387	0	0	0	0	0	0	0	0	49583	0	0	0	0	0	0	0	0	0	0	0	0	0	97830	0	0	0	0	154010	240240	642790	911490	966690	1179100	0	1533000	2402800	10731000	10194000	16633000	43898000	78198000	716200000	6907800000	4016700000	135610000	6309200	4255600	2928400	1100300	1437900	1576900	355840	1586700	448120	0	0	0	573200	0	1271900	380060	0	660690	0	0	0	0	394030	0	364230	242570	178610	561370	1319700	248600	0	1897300	227750	705650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P16451	0	0	0	0	4464300	0	0	1821100	1966800	1057100	3871700	9599800	5845700	6605400	6449500	5549500	21920000	33205000	63568000	45953000	83292000	38104000	28652000	31406000	12032000	224410000	0	29620000	12294000	14871000	11644000	15894000	15237000	0	7254400	9023400	26484000	102090000	116380000	82152000	94601000	296900000	376030000	257660000	193210000	166260000	62929000	46671000	45058000	26405000	15324000	9516900	9910500	13319000	6124000	8240700	12176000	0	11044000	0	7408600	12476000	12986000	9394200	14922000	15324000	5411900	0	21673000	0	2934600	11211000	10513000	7808000	7594200	5054800	8464300	3776400	14438000	3161700	13283000	5721300	0	0	7969300	0	4670200	0	0	0	0	5985600	0	0	15048000	0	0	0	0	0	0	0	0	0	0	0	5170500	0
P16467	0	0	0	200180000	3192100	1767900	0	1200700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P16474	0	0	0	2876200	2196200	5726300	6968200	18564000	16606000	19315000	33295000	20132000	32099000	20491000	27381000	19067000	5209100	3681300	2822300	816990	3991900	3265900	1333200	2178300	5134800	1629800	0	1833200	0	1297900	1915000	0	1251600	7374200	0	0	7794200	4941900	1396400	5272200	14851000	43913000	191640000	183410000	551600000	1349500000	1505200000	1483800000	701700000	488320000	396410000	466710000	553200000	429570000	398730000	420020000	478930000	384190000	318950000	349000000	361790000	333520000	354940000	254090000	310350000	256480000	282160000	306540000	285750000	300730000	240190000	323290000	299990000	300420000	307690000	44711000	299540000	310360000	472960000	404310000	275960000	392490000	340950000	386040000	319290000	461110000	393930000	334640000	342800000	138200000	94464000	336450000	199760000	383340000	272570000	0	106510000	143740000	326490000	154030000	104820000	60484000	0	7040100	0	6089100	2508200	10417000
P16521	0	14116000	25666000	274770000	131550000	111150000	166970000	164060000	187100000	215820000	202390000	212250000	251970000	258550000	230470000	288450000	153980000	439210000	399330000	287990000	397200000	459510000	465560000	653780000	465100000	393110000	219110000	386340000	523170000	507780000	578680000	859930000	904810000	253420000	927340000	867090000	661330000	667100000	815380000	851240000	879400000	930210000	934930000	734580000	780370000	726540000	703400000	822520000	718880000	577470000	660600000	826510000	1066100000	1024500000	1085900000	897570000	1029800000	916380000	964940000	1089300000	1383100000	1186900000	1307800000	1225600000	1005700000	1280200000	1376000000	1576100000	1509000000	1412900000	1259600000	1212900000	1167900000	1345100000	1289900000	402230000	1293800000	1320400000	1204000000	1402200000	1326600000	1549200000	1697400000	1631600000	2049400000	1697600000	1806500000	2040300000	2058800000	1973900000	891760000	1724100000	1302100000	1941100000	2092400000	1021800000	1613900000	1827000000	1667700000	1798100000	1294700000	766150000	252640000	69939000	102350000	140400000	104840000	124860000
P16547	0	0	0	0	36275000	2265900	1292700	4218400	4447000	5410000	3343600	3497400	1745000	4079300	1302400	2649300	3101900	0	0	0	0	1045900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P16550	0	0	0	475970	268240	200530	0	0	0	0	301940	257460	199630	149500	272180	0	0	0	0	0	0	157910	310710	371460	1136500	3945100	0	247420000	4445300000	89223000	4171900	1801100	1216700	556660	519290	420990	311940	373990	0	231880	215020	192420	262550	0	0	229760	0	0	431770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	428430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P16622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7000900	0	11632000	0	10996000	0	0	9515000	0	13662000	0	0	0	25443000	0	0	0	0	0	0	15394000	0	15315000	0	0	0	0	0	0	0
P16639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11950000	9660100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P16649	0	0	4049800	210980000	197140000	177890000	181150000	152100000	68223000	73650000	49522000	48895000	27843000	39239000	12258000	33437000	25394000	31745000	21304000	11396000	8884200	6774200	16049000	3048900	0	0	0	0	0	6311800	1761800	0	0	0	0	0	0	0	0	0	0	0	0	6975100	0	0	0	0	0	12507000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P16861	0	0	0	72329000	180040000	183550000	235010000	235310000	263310000	312030000	373730000	394630000	427070000	404680000	405480000	424080000	349190000	489640000	586980000	469290000	611170000	707160000	936440000	653490000	636130000	573750000	292880000	1264300000	1529700000	1933700000	2072000000	1830000000	1406700000	193260000	945160000	864080000	603500000	585430000	586760000	443610000	435210000	519200000	445070000	385520000	524220000	420000000	384290000	617330000	461510000	402140000	403140000	541470000	601710000	540590000	504470000	473160000	555580000	506680000	398270000	488730000	644600000	544850000	636850000	557930000	611370000	413710000	572400000	593650000	701100000	558110000	505800000	485870000	461530000	495770000	442460000	59850000	402940000	428690000	490510000	431720000	291760000	467030000	324140000	444830000	407750000	368240000	251450000	317170000	360140000	51129000	25478000	202930000	64118000	97861000	190230000	0	121190000	84509000	51307000	47379000	169220000	43903000	303460000	157280000	194440000	222910000	134710000	171170000
P16862	11357000	1364900	22276000	399410000	271570000	242650000	294060000	282870000	408650000	506560000	461180000	530880000	451780000	539660000	500700000	472980000	174910000	229180000	165200000	119110000	284300000	208060000	153260000	120360000	435680000	123670000	240700000	739490000	1396800000	1746000000	1584900000	1730300000	1164800000	171260000	700660000	533920000	363050000	388330000	419320000	317040000	342550000	306740000	246880000	245620000	312360000	297000000	309450000	358210000	294680000	232600000	263330000	324340000	420380000	329160000	336920000	326580000	311040000	305410000	349120000	332350000	387730000	371880000	451900000	396560000	361010000	378210000	435660000	502570000	483100000	442280000	404300000	436480000	347750000	381800000	390460000	70538000	347630000	381490000	324440000	317080000	349220000	392530000	370140000	396270000	343700000	323360000	255190000	257910000	253170000	67554000	83897000	164770000	50432000	151790000	149740000	53146000	255250000	56792000	111580000	58324000	111440000	206040000	173810000	27956000	21638000	67002000	7787300	15212000
P16965	0	0	0	0	4610200	39609000	3257400	2109200	2341700	565540	393100	538590	0	0	387420	3050800	0	0	0	3934400	2420500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P17065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10043000	10387000	11831000	0	12882000	14735000	13739000	8178800	10825000	9975500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P17076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3749900	0	0	2601300	3540900	0	4800300	8257700	25556000	93398000	382640000	1008600000	943170000	454000000	326640000	252960000	478650000	822670000	546730000	471730000	391320000	313160000	455140000	217070000	211330000	169140000	243200000	134630000	246040000	127150000	177550000	182380000	41903000	54264000	34078000	22272000	24274000	0	38840000	0	0	12063000	8399400	12695000	52835000	0	11173000	0	32486000	35551000	6850400	0	0	8150600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P17106	0	0	0	6758400	0	0	0	4287400	2674300	3435700	4301100	4901700	4442600	3561600	4334100	7844700	7596700	6554000	0	12156000	3277000	3239500	5114100	0	12893000	21349000	0	38177000	35593000	27624000	17875000	53621000	31397000	57165000	34768000	25817000	9391000	5488600	4555600	2878400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P17157	0	0	0	0	10618000	2929000	0	0	3225800	3016500	0	0	0	0	0	0	0	0	1362000	0	0	2117400	793310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P17255	0	0	30596000	13729000	114610000	136280000	58868000	122050000	221450000	187350000	314260000	393840000	571160000	545380000	516540000	915460000	9476600000	580770000	812050000	360780000	496860000	690750000	934640000	530240000	1202300000	2535600000	670610000	843250000	604980000	528990000	294580000	315310000	292020000	23040000	277700000	643550000	156810000	158920000	163050000	292590000	145660000	164130000	123820000	62417000	60013000	54351000	48426000	82197000	48155000	47521000	45760000	77275000	45694000	68700000	87827000	32354000	70142000	80179000	58945000	68400000	87048000	104630000	102580000	112940000	114330000	84661000	109140000	117150000	132750000	104370000	120910000	84844000	102280000	107360000	147070000	11321000	124870000	102900000	137220000	143310000	107740000	126460000	134230000	121670000	58996000	149720000	82853000	111390000	72292000	0	5462300	70505000	0	58279000	47584000	0	185360000	33322000	119140000	25428000	100210000	29894000	39855000	28090000	46011000	59724000	51825000	75697000
P17423	0	0	0	5074700	243630000	912040000	754570000	696970000	1549500000	1894800000	1035400000	577350000	498740000	443160000	315180000	315010000	262460000	106480000	34255000	2940500	2632800	3491800	3667800	513700	1580800	0	1685200	1412200	1167600	606690	673930	1569100	1339200	0	0	482730	300030	312820	377030	212780	328350	969620	506320	312710	825940	0	390000	0	0	0	0	0	0	0	0	0	0	0	0	303380	0	0	0	333580	2018000	478860	850680	543280	816310	0	0	1017300	845980	922060	1647300	3298300	1092200	0	560090	0	3135500	4323500	5138900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1615300	17387000	18289000	2592400	10398000
P17505	0	0	35327000	927070000	2001100	915070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1050100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P17536	0	0	0	94071	205650	137850	0	143210	0	177000	315870	0	0	0	0	126170	219690	921140	234080	0	227660	199780	60130	0	520740	444990	0	244200	225270	4536400	3393000	4675100	2942300	1495400	1681300	8698900	108750000	79031000	15949000	2994600000	8224100000	107150000	34070000	1004300	163130	0	405390	226190	0	240120	571100	0	0	0	403430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P17555	0	0	6737700	16000000	57717000	37411000	76987000	56874000	66383000	70326000	77161000	72634000	54040000	55259000	31936000	44626000	13382000	31204000	23457000	17564000	19309000	18944000	90992000	88925000	57381000	21512000	87291000	20123000	14712000	10173000	7642700	8165100	6486100	0	13259000	9578600	0	0	0	0	8468500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7997600	25181000	0	0	0	0	0	0	21742000	0	46628000	0	0	0	0	0	0	45625000	0	65630000	35230000	50170000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13219000	14271000	0
P17558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6911800	0	0	0	0	0	10285000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P17629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12979000	15392000	16303000	14534000	11983000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
