uniprot_acc	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40
P20674	20300000	29476000	33419000	4423300	3137000	1475800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6862300	5181900	7201600	1619000	1143700	0	0	0	0	0	0
P20700	450080000	476180000	236410000	47304000	33210000	34732000	26314000	25486000	31774000	46321000	80894000	182870000	190020000	111330000	67008000	58513000	55119000	40622000	48143000	32563000	15365000	7401000	8477400	9195800	3634400	2610100	4999100	4114900	5612800	7860500	10030000	11942000	28513000	27140000	29730000	61840000	34495000	46117000	63081000	67101000
P20839	0	0	0	0	0	0	0	0	0	0	0	0	1225700	1857600	2558100	3478100	7661600	8830700	13901000	17991000	12354000	8848700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P20936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	540480	0	0	699910	1023800	9487500	17228000	4771300	1063100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P20962	1022900	5131000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	341560	470030	510480	3874700	12706000	29033000	15663000	207780000	79498000	20936000	5817700	2485000	525270	636820	0	0	0	0	0	0	0
P21108	2753000	0	2318000	0	2383300	4449900	4413900	3826000	5690500	7597800	6809700	7749100	6947400	7318200	4671900	4986000	3779600	2103400	1462400	857240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P21127	0	0	0	0	0	0	0	0	0	0	0	0	2113400	3972100	3943600	3597400	7854600	8169500	7521000	8972300	2308900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P21266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11355000	19320000	6379200	1729600	936790	688290	0	0	0	0	0	0
P21281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4261900	24033000	85230000	72134000	55997000	20776000	4502000	402030	0	0	0	364160	1084000	555620	0	0	0	0	0	0	0	0	0	0
P21283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	867720	4362000	29695000	31610000	11002000	3641500	2218800	2409400	8749300	13999000	6916600	1652800	1215000	780010	0	0	0	0	0	0	0	0
P21291	1927100	0	1025800	0	0	0	0	0	2531500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1829200	3254700	2385000	4994000	38368000	81646000	490080000	190600000	115430000	18027000	0	0	0	0	0
P21333	64700000	64925000	128110000	176480000	382970000	1432000000	6087400000	7510100000	3668800000	1551100000	1134600000	1152700000	1032200000	804260000	550040000	328970000	239680000	187840000	138290000	133860000	112140000	96631000	77578000	72358000	59299000	65082000	56949000	53916000	39289000	39301000	43510000	45942000	54735000	51696000	59998000	221210000	53053000	48774000	57467000	80255000
P21359	843370	0	0	896370	0	0	0	0	0	0	0	0	1552300	21077000	40936000	12196000	1782800	0	0	0	0	378320	0	0	0	0	0	0	0	339180	0	0	0	0	0	0	0	0	0	0
P21397	3311900	4684100	4716000	2976200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P21399	0	3154300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	403730	2766500	4337600	14612000	56805000	245550000	156650000	37710000	8810900	2358800	0	0	0	0	0	0	0	0	0
P21796	28651000	23133000	38583000	12903000	18115000	6256700	2757700	1830700	2017600	1363800	1189900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P21912	6946800	8867100	17217000	2063600	3044200	2392500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P21964	20510000	20908000	13118000	2516600	1326300	1339000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6126000	8738500	5277700	4238000	2509500	1908100	0	0	0	0	0
P21980	3814700	1454100	5794600	1541700	1177700	1133300	1031800	0	1206400	0	1348000	1251500	1110700	586770	0	0	0	0	0	0	0	0	0	2552900	28815000	89169000	50007000	13854000	6009900	2418100	0	1303600	0	0	0	0	0	0	0	0
P22033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2932400	5396200	3886200	3643000	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P22059	950120	2606200	2765300	3392400	639880	413560	0	0	640630	0	0	0	0	0	0	0	547030	1620400	5254200	28785000	54044000	20950000	2837500	0	0	0	0	0	0	534180	1769000	716260	1389400	0	0	0	0	0	0	0
P22061	2394400	0	1107400	0	498190	0	0	274800	287670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2114200	24475000	232160000	435530000	642250000	692330000	590870000	367470000	76484000	79983000	65756000	123200000
P22090	52953000	52069000	70077000	358900000	610900000	336300000	304850000	366150000	264580000	148470000	64350000	28801000	18545000	11127000	4358800	3189800	8083700	2652900	2464600	2549900	2514200	2507400	656830	0	0	0	0	0	0	0	542250	0	1705800	1956200	2715300	0	0	0	0	394680
P22102	2365200	2883400	1764200	0	0	671620	0	0	0	0	375420	10696000	11276000	0	0	3423700	12390000	20405000	55551000	201100000	556040000	197940000	45793000	13699000	3241600	3735100	10761000	15728000	173090000	152380000	71444000	21216000	9358500	5049300	2626800	0	0	0	0	0
P22234	4225200	8619400	4493300	1680200	1334000	16408000	1468600	537650	890170	0	0	0	668880	1618400	3618400	16350000	33196000	60702000	352370000	589770000	292580000	78537000	17881000	8772100	1373700	1647900	2254200	5002500	1541200	3662100	3697400	14748000	9004000	4461800	1500800	0	0	3898000	3135000	5574700
P22307	63407000	45258000	15670000	0	959270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1869900	1094900	3230000	12210000	71532000	111930000	11530000	11385000	0	0
P22314	50339000	14931000	7465200	2702200	170020	345800	0	0	0	0	366920	328500	0	0	0	774800	986800	1328900	6560200	27828000	80618000	144140000	335680000	1175400000	1180300000	473740000	135100000	34168000	14243000	9652700	5582700	7037700	6509800	9828400	6727600	6168800	7786700	911840	3189700	7642600
P22392	5690300	7514900	2406400	740240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1407000	4644000	30556000	21536000	105000000	148510000	102910000	14696000	2587200	1980500	5426200	7400100	5537800	3204700	0	0	0	3216800	0
P22570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3543600	12787000	50546000	61133000	34862000	12407000	4245300	2970000	0	0	0	0	0	0
P22626	106850000	158750000	488120000	958470000	941110000	882880000	957930000	947670000	775760000	656450000	492860000	333460000	289070000	226260000	165920000	157430000	137200000	119640000	83578000	85826000	59273000	24754000	42656000	44103000	43625000	28906000	35428000	71676000	124960000	182050000	277990000	247530000	273900000	325150000	240350000	264760000	265270000	161180000	238800000	176820000
P22676	0	0	0	0	0	0	0	0	914510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1458200	7551200	76096000	256760000	397770000	85023000	27618000	8982800	3934900	0	0	0	0	0
P22681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4599700	5432500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P22695	4231000	13674000	11723000	2597600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P23193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4388500	756970	1481100	2663500	12203000	52520000	26732000	17086000	6125900	5558900	3881400	2419800	1748300	0	0	0	0	0	0
P23229	1963800	4002000	3634500	1278200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P23246	142340000	202910000	382090000	266860000	224810000	370490000	367780000	315870000	208340000	115570000	74978000	62714000	69032000	66715000	67772000	104660000	156510000	139320000	81686000	47952000	37316000	29545000	18350000	16319000	11002000	10298000	15794000	32162000	12899000	7271700	16608000	28410000	33851000	52547000	41301000	49826000	26614000	50298000	74929000	133570000
P23258	0	0	2350700	1827700	5642900	12616000	11764000	12248000	11707000	6877300	6174400	3835500	2378100	1612600	0	0	1248900	841810	3304300	1766600	1411900	885030	1539700	1500000	0	0	0	0	0	0	0	0	864920	0	0	0	0	0	0	0
P23284	193500000	140510000	60436000	12228000	12502000	11143000	6231000	8867600	8379800	2449400	1307200	1935100	1491500	1649200	455770	684930	1275800	441310	396410	0	0	336130	328000	216350	0	0	0	367760	10999000	63779000	567900000	1699300000	2529400000	1361900000	599870000	211720000	6604800	52619000	4188000	65832000
P23368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1416300	2160600	6532000	36316000	28405000	31626000	28053000	7626500	1190600	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P23381	1230100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	366990	847760	3249600	10346000	23705000	89618000	143490000	18053000	7316100	3413400	0	0	0	0	0	0	0	0	0	0	0	0	0
P23396	50614000	37039000	51094000	112940000	220460000	246370000	396880000	525490000	426610000	229440000	143470000	108730000	113800000	142540000	92684000	47540000	31320000	34695000	44247000	53324000	57206000	69835000	58433000	65516000	61135000	18042000	4072900	8124300	5289800	3050800	4486700	7860100	13604000	17475000	19342000	62880000	0	0	12290000	12713000
P23497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1342500	7513900	16437000	16183000	3354900	3412000	1896400	0	0	0	0	0	1911600	0	0	0	0	0	0	0	0	0	0
P23511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2586100	3402700	7846000	0	1929000	1904800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P23526	46145000	3642300	464380	526900	0	740450	0	2326400	1282800	0	2411200	545840	2379100	3996100	620440	6985900	79083000	71516000	31521000	27008000	53292000	125760000	272810000	1046700000	688600000	83519000	30782000	24757000	11050000	4354800	6338900	9504700	6021600	3060800	0	0	0	0	0	0
P23528	10659000	16319000	6914000	748650	547540	311710	7117200	44267000	39876000	14445000	329550	3464800	768440	2386200	191700	0	2798200	2299400	83435	33468	0	43842	744770	3129900	538800	59188000	169470000	530630000	1061800000	1629000000	3846800000	5143800000	3388600000	2133600000	642980000	75840000	117770000	59276000	94837000	57438000
P23588	2188900	2363100	507880	704330	0	0	0	0	0	0	0	0	683120	0	0	160280	126150	4547000	16049000	84186000	168700000	145380000	93942000	47841000	26334000	23379000	18936000	20116000	16099000	9306200	7214200	4889600	2980900	3634600	874460	0	1184000	0	907670	0
P23610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1642900	3861900	5695100	1817900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P23634	1725900	2083600	2912600	1863800	1608800	1319900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P23919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2288000	0	0	0	0	1647400	3364200	0	0	0	0	0	0	0	1927700	65856000	101590000	163750000	15413000	4675600	10933000	0	0	0	0	0
P23921	1016100	1838100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	801700	4460600	12086000	21318000	116760000	165650000	63867000	17316000	4095200	1042100	1439100	1133300	1572800	1591500	0	0	0	0	0
P24386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2128500	6349700	5465500	2324500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P24534	5756200	3695000	1703400	7397000	8113400	14167000	12447000	12564000	19443000	46533000	197350000	746900000	946610000	753270000	394960000	230450000	105570000	98312000	76617000	41471000	22172000	12541000	7407700	3560000	2518200	0	0	1488500	0	0	749820	3413600	4668800	6260200	10171000	71922000	5532600	0	3890000	5419100
P24539	34934000	31047000	42628000	10767000	5389000	2907800	4277700	1719200	1287300	3522000	5383500	0	0	0	0	0	0	0	0	961580	0	0	0	0	0	0	0	0	0	0	3689500	0	0	0	1231800	0	0	0	0	0
P24666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2074700	20653000	177090000	510570000	330980000	204030000	62833000	10226000	5860900	5012200	0
P24752	1768600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3086000	5986700	18809000	39399000	18378000	5014400	4279300	2388200	2651700	2321200	0	0	0	0	0	0	0	3405900	3516800
P24844	0	0	0	0	0	0	0	0	0	0	0	870900	0	0	0	0	0	914770	0	0	0	1335000	0	0	0	0	2295000	1748400	0	6084800	6658900	10559000	17782000	23717000	28728000	18011000	0	0	0	0
P24928	0	395290	3271700	6902000	9525500	9122800	10875000	7927800	5910500	8469400	9369200	17348000	28759000	102000000	152050000	105450000	30059000	6034600	1247800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P24941	0	0	785950	0	0	0	0	0	0	0	0	0	0	0	0	0	1121400	1331600	1824400	2650200	2384300	4090400	7540000	2590500	1207500	0	0	0	1191600	24975000	61904000	43740000	12202000	4227100	0	0	0	0	0	0
P25054	0	0	0	0	7739900	0	7525600	0	3713700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P25098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	988370	1888500	2184800	935460	0	0	0	0	0	0	0	0	0	0	0	0
P25205	2000200	1107800	830620	438100	80237	1000900	4600900	1346900	2255900	1020900	0	97303	1595500	8667100	30560000	145020000	625160000	547860000	216250000	56111000	29539000	31750000	28535000	44959000	20048000	8268200	1470300	0	555370	177540	869250	620120	264260	775780	1061000	0	384890	0	1513800	413080
P25325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13583000	34261000	169870000	141480000	78957000	34177000	14832000	4119300	0	0	0	0	0
P25398	5035000	2945500	4374900	7631800	18724000	191030000	227650000	257710000	179860000	101880000	20911000	19453000	27631000	17377000	14946000	12109000	8524400	4104700	6643400	8927800	9742500	2456700	4157700	4471600	3175700	4760600	4606000	4294100	11483000	9928600	12853000	21238000	16903000	11001000	19030000	7964800	20530000	32412000	24785000	20573000
P25685	4540100	2528800	3187100	1973200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9620000	17206000	3450500	0	0	3369500	9525500	14511000	47767000	22694000	5961000	0	0	0	0	0
P25705	449590000	585020000	470710000	71179000	21859000	14140000	8276800	13563000	11896000	10936000	8119200	9524100	8698300	7865200	8019100	3763200	4304400	4433900	6829500	17242000	16178000	9307700	16190000	18995000	12801000	33309000	45187000	27655000	42262000	27954000	18056000	15779000	17499000	20835000	23819000	18218000	3734200	24248000	35205000	38950000
P25786	0	0	0	0	0	3231400	4554500	12555000	22255000	19412000	16171000	12195000	13094000	16345000	14105000	20649000	8896300	2690900	1202300	1236300	2240500	1938900	1554400	1769600	0	0	0	0	1439500	0	3733500	6665200	0	0	0	0	0	0	0	0
P25787	0	0	0	0	0	0	886200	3299800	2153900	2017500	1578300	0	1479700	1836700	1629900	1357300	1395600	908890	6348800	14753000	15673000	0	0	0	0	0	0	0	0	0	0	1106000	0	0	0	0	0	0	0	0
P25788	0	0	0	0	0	0	0	0	2469600	3064400	3416200	2345500	2569700	4004700	5508100	6889800	7768400	5840200	10076000	14303000	8263800	1440300	0	0	0	0	0	0	0	0	2060100	2635500	3082400	0	0	0	0	0	0	0
P25789	0	0	0	0	0	0	2050800	0	2644500	2788300	2287100	2379900	2387700	2387500	3790800	0	3731500	3349600	5226400	13204000	2662800	0	0	0	0	0	0	0	0	3628600	10562000	5181000	2890300	2159800	0	0	0	0	0	0
P26006	5789400	3917800	2999000	1201000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P26038	21037000	9314900	5389200	4837000	2204800	1295800	771480	682320	663760	501310	437820	0	275960	799920	2491500	6318800	6487100	12173000	42291000	140390000	100310000	46914000	58224000	108870000	452950000	503010000	115630000	70515000	9951700	8736700	3897200	6610400	4556600	4936500	3995800	2097500	0	13302000	0	0
P26196	5861400	8507400	15194000	34116000	33873000	13042000	7715000	3836700	4944100	2960000	3163900	3275300	2724800	3698600	1359700	4506100	4560800	5312900	9568900	12539000	20877000	34137000	66828000	67983000	66114000	61245000	45008000	23653000	23907000	25219000	22837000	24872000	31264000	28398000	30021000	23043000	21728000	22046000	8098300	3725900
P26358	2466000	11161000	6320500	0	2323600	2107400	2363100	3906600	983120	1781700	2594000	4063300	1185600	1329600	1182600	2293900	3758100	51243000	93223000	124730000	42479000	9460400	4840300	3881800	1694100	0	1860300	493170	2464200	1588000	17736000	14887000	3518800	2556200	1486900	0	0	4376100	0	1584700
P26368	5913600	1083100	1672200	2997400	2537400	1188500	0	0	0	0	0	0	0	0	0	0	0	5310500	2767700	2978600	8353700	22373000	50282000	101120000	136260000	66399000	41894000	19326000	11297000	5763000	8530300	6895800	8475600	10230000	5136100	6010200	10263000	19095000	6935900	21759000
P26373	109850000	80123000	57125000	9046000	7140200	5309000	6509900	30680000	41283000	25980000	21272000	21258000	15335000	13789000	4485700	3937300	1966400	3868400	4158300	0	0	0	0	0	0	0	0	0	0	0	0	1146800	3195100	11104000	0	0	0	0	6008200	5813400
P26374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8550100	9612000	3598300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P26378	0	0	2085500	3102300	2447000	1639500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P26440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1890600	4027400	3056100	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P26447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10403000	32079000	8791200	0	0	0	0	0	0	0	0
P26583	537170	487750	0	0	379870	528970	0	534740	0	0	0	598210	513750	453540	0	377210	0	486170	0	350770	397730	0	0	0	534470	685500	671390	16151000	48658000	100650000	97176000	81956000	58988000	38491000	27337000	0	0	0	0	0
P26599	46801000	74484000	275000000	327830000	166600000	154420000	90060000	63881000	55357000	36038000	37850000	35563000	36046000	34253000	27984000	27011000	28839000	32208000	43927000	40159000	37264000	54838000	48001000	80515000	109900000	114830000	109900000	61392000	39776000	53754000	54367000	68022000	73205000	57775000	71260000	11809000	33642000	11058000	24859000	34731000
P26639	6181600	9756400	3516200	5859200	2228000	826300	672020	604240	390990	414040	167030	0	61011	235840	228160	493170	2034400	19711000	53165000	105260000	435080000	1032000000	406650000	101250000	2584400	776450	478210	139210	70128	93937	86294	179690	783660	969690	635980	0	0	0	837910	0
P26640	4762200	8204000	14129000	25974000	27230000	38705000	37119000	49753000	66023000	98706000	379990000	1055200000	927630000	768470000	244870000	133280000	72880000	66366000	72212000	53351000	32765000	12144000	7335000	4552200	2285200	779570	729670	675520	1368600	132240	150860	544660	476620	3210200	1324900	15053000	0	1460400	0	0
P26641	9686300	4924500	4251800	7215700	9976100	18628000	15650000	20949000	25985000	64287000	319740000	1401800000	1893700000	1134900000	502760000	184800000	100170000	102610000	101190000	72485000	39820000	33121000	15771000	11358000	4114900	0	4339800	1910100	2132400	7399800	12756000	13694000	11890000	9936600	10177000	45579000	0	0	228390	1417200
P26885	7144000	4749800	4349200	1585600	1144400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3158400	17892000	107910000	212410000	143460000	27513000	0	0	0	0	1545400
P27144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1274400	1664700	3245600	38820000	105880000	76490000	36075000	10553000	2541600	0	0	0	0	0
P27348	28317000	12117000	1488900	182780	832260	1470200	1147200	627150	582680	1622400	999910	1035100	1224500	1359800	157430	1348300	1331900	2102200	8847400	16630000	34061000	44643000	85097000	195560000	721640000	1780100000	673970000	196460000	60310000	15478000	8205800	13210000	12134000	13442000	23359000	11958000	0	0	10837000	12326000
P27361	0	0	0	1051300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1903300	5643800	16588000	70189000	59001000	22181000	20227000	5232100	3208200	2334300	3108800	16803000	0	0	0	0
P27469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9230000	2059800	1399500	886010	0	0	0	0	0
P27635	32631000	67265000	113590000	273890000	231180000	138620000	137760000	138230000	82241000	51464000	23043000	12232000	4125900	2766300	2057100	1725400	1586300	1213800	2709300	1860500	3701300	3214900	2988300	3975100	4644600	0	1305500	0	0	0	771910	860940	989810	0	0	0	0	0	0	3599200
P27694	561080	0	755900	0	810180	1291400	1110900	1028100	2742000	4307200	5599000	12090000	23572000	38583000	30788000	52745000	43350000	67648000	79917000	57848000	26676000	39055000	37486000	12088000	936300	0	0	0	1869900	10074000	33936000	22829000	9037800	3787100	0	0	0	0	0	0
P27695	5936800	6244100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2709900	33208000	207180000	337070000	168530000	119410000	78971000	48636000	42388000	41767000	34076000	28470000	32630000	33745000	35155000	20168000
P27707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2731700	9280200	26600000	4986600	3026500	0	0	0	0	0	0	0	0	0	0	0
P27708	3215400	4463300	13549000	16210000	16354000	27777000	44405000	54464000	144840000	337840000	772210000	738340000	753120000	527890000	189870000	73458000	35794000	11940000	4955100	2151100	1397300	798140	482210	0	0	0	0	0	296760	0	0	0	356600	0	0	0	690330	0	0	360070
P27797	383360000	314150000	120770000	39924000	23217000	12986000	4320700	2870400	3027200	1167600	238590	842890	929840	645840	218360	254790	2657200	11192000	54268000	117980000	308480000	1532700000	3205200000	1122200000	230580000	60813000	21512000	9167900	3051800	3136900	3858000	10186000	10156000	19483000	23353000	7078000	9144400	18409000	8808700	13745000
P27816	8033300	8589100	17130000	99800000	130920000	160440000	145180000	79778000	57368000	55069000	76659000	218690000	585610000	797930000	366350000	150240000	69629000	47319000	39557000	46271000	42189000	54858000	54086000	44350000	51702000	48861000	48266000	21133000	23157000	25637000	28333000	33857000	33432000	40514000	41013000	63359000	22251000	22302000	0	14371000
P27824	343960000	435070000	310520000	98301000	72162000	40162000	20737000	16712000	15292000	12133000	10269000	7952800	6854000	5756300	2530900	2579500	3557500	4324700	7020800	4603700	2166900	1425400	149180	0	128570	0	0	51098	0	0	0	1780000	3803900	8737200	11677000	781460	0	658400	2062300	0
P27986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1710600	2767200	8342300	2484800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P28066	0	2941000	3016000	0	0	2453100	1388600	3427000	4778100	4329400	4232500	3718600	3161100	3914300	6408100	7958600	5839400	6531300	13412000	22558000	24914000	11880000	6717900	3712700	1573400	1325200	12524000	7311700	67989000	107750000	61339000	21841000	7761600	3925200	2477400	0	0	0	0	4141300
P28070	0	0	0	0	0	0	1623000	1809400	2140900	3483900	2305900	1967900	0	1792900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2357100	3060800	0	0	0	0	0	0
P28072	0	0	0	0	0	0	2251700	1893600	1617200	3860700	2593500	1710000	1454200	2604200	2652800	2053600	0	0	0	3230600	3612300	0	0	0	0	0	0	0	0	0	1444800	5012500	3475900	3537600	0	0	0	0	0	0
P28288	14612000	36331000	16425000	3677000	2374800	1203400	825720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P28331	35883000	39496000	10122000	3101700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1906900	2072200	931170	1493100	0	0	0	0	0	0	0	0	0	0	0	0	0
P28340	3192800	5775700	3084200	2670200	1582300	1246100	1373800	0	4074400	0	2063700	1327200	1814700	1449700	1463100	2421800	2425800	28826000	142910000	77173000	32694000	30326000	22473000	15027000	13894000	7612900	3506100	0	664550	1198600	0	0	0	1484600	0	0	0	0	0	0
P28482	0	791700	341030	0	0	0	302240	651490	285400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1739800	3646900	9588500	36293000	113410000	392460000	524090000	365770000	176980000	97045000	49878000	5282500	11799000	11268000	3929500	7390700
P28702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	852160	1165400	2246800	1708400	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P28749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	592580	1193900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P28838	2739100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2452100	4716800	11512000	29340000	24494000	17949000	18371000	38305000	30758000	18368000	7423600	2777800	1974200	1165500	0	0	0	0	0	0	0	0
P29034	0	0	0	0	0	0	1866700	730510	1778000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65412000	134040000	20668000	0	3389700	0	0	0	0	0	0
P29083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3463300	9279600	9206400	3208500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P29084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4520200	17865000	8172600	1703800	1327100	1863700	0	0	0	0	0	0	0	0	0	0	0	0	0
P29144	878960	1281900	5599800	20733000	40472000	46583000	11823000	2807800	1152400	427460	0	0	0	379820	0	0	482830	616180	2050300	16983000	37350000	13336000	2153100	1056000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P29218	0	875700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1076000	0	0	0	0	0	0	1301800	3826500	7273700	33869000	171920000	81375000	34301000	9940400	1808500	1344400	701130	0	0	0	0	0	0
P29323	1264500	0	1831800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P29353	0	0	1434600	1170900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2616500	3783700	7421800	12268000	7766900	2685100	1493100	1690200	0	0	0	0	0	0	0	0	0	0
P29373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1381400	2934600	32101000	117300000	90636000	11648000	7466100	0	1881500	0	0	0
P29401	16638000	35131000	4321900	2854400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3876300	14822000	29153000	49550000	78969000	418290000	833710000	399210000	142990000	59339000	15427000	12639000	1665300	2150100	5007700	0	0	4892000	0	0
P29558	0	0	0	1834700	1260100	1024900	1082900	0	0	0	0	0	0	0	0	0	0	0	0	663100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
