uniprot_acc	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40
Q12974	0	2842200	2631300	495410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2491200	0	0	0	0	0	0	0	2154600	18811000	42384000	72219000	24969000	0	0	0	0	0
Q12979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1603500	2873500	8634700	2807800	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q12996	0	0	0	0	0	0	0	0	0	0	1582500	3440100	9942000	37597000	70543000	68024000	38099000	15996000	8201400	4462500	1313700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q13015	0	0	0	679730	549020	0	0	393450	0	332960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	913090	1204400	7705900	10926000	30820000	11762000	33574000	50445000	3564300	3565700
Q13017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2012500	4580400	13860000	5053300	2719600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q13033	0	0	0	0	0	0	2131900	7804800	13400000	9503700	3090700	2558900	2019700	765770	979280	0	0	0	0	0	3553900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q13042	0	0	0	1740500	2458600	2363900	2332900	1567100	1019700	1401600	1007400	1573800	1698500	1477700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q13043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1655000	2048200	1967900	6707600	4035600	1208300	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q13045	0	7247700	4544900	6438800	7283300	5871300	5399500	6288500	6853700	6759300	9037700	11038000	13424000	12222000	6998300	13513000	21604000	23652000	13880000	6601400	4724700	3712300	0	0	0	0	0	0	0	0	0	0	0	941770	0	0	0	0	0	0
Q13057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3637300	28574000	14458000	8583300	2768500	0	0	0	0	0	0	0	0	0	0
Q13065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14266000	12845000	10731000	0	0	0	0	0	0	0	0	0
Q13066	2125600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3043900	0	17197000	85783000	397630000	353220000	151950000	31948000	7976900	4392500	0	0	0	0	0	0	0	0
Q13068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14266000	12845000	10731000	0	0	0	0	0	0	0	0	0
Q13084	1805300	1097900	562240	887660	914500	2026800	1199100	5023100	9332100	8539800	6893400	2950500	1387000	448450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q13085	0	76805	397060	400750	359080	0	0	728900	328620	256620	485970	1847500	6406900	44555000	193630000	330820000	149090000	18610000	3738100	438620	177100	0	0	0	0	0	0	0	0	0	0	0	523710	339510	1150300	0	0	0	0	0
Q13098	0	0	1685900	0	0	0	0	0	0	0	0	0	1027000	1870600	9775300	26786000	31799000	55735000	32670000	6382600	2927800	2418300	15329000	16183000	3726900	0	0	0	0	0	1165800	0	0	0	0	0	0	0	0	0
Q13107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6138400	13311000	5598600	1681900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q13123	0	0	2882900	4635300	1737200	0	1296400	0	0	0	0	0	0	0	0	0	0	1148400	2225800	2111900	2636200	1630600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q13126	2137700	3854900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3544600	9009000	21548000	96195000	319880000	193060000	57706000	17474000	10001000	10882000	7924900	6728900	0	0	0	0	0	0
Q13131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3586000	13350000	8501900	4054400	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q13136	0	0	0	0	0	0	0	0	0	0	0	1419300	5634400	16808000	10024000	3722600	0	804000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q13144	0	1912600	5815300	11085000	6631900	6044600	4095900	2671700	2229400	2117700	3329800	3543000	4067500	4566200	0	4530800	3104800	3979400	6145700	7151900	7997900	2706300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q13148	5223100	3765600	11593000	9449100	6586200	5379800	3711500	3247500	3118500	2748900	2258400	1886700	2503600	2842000	2112000	2362900	3705100	1781300	3683500	5597700	3412800	0	3783400	5866100	7161100	5447400	7378800	18362000	23246000	17207000	15617000	18515000	13399000	11393000	15369000	0	0	0	3789600	7514200
Q13151	10191000	8446500	23429000	71783000	104490000	165060000	257920000	259930000	201010000	112970000	65904000	27712000	27671000	10084000	6211800	8639500	5389200	4652500	4040100	5522200	2690200	2800200	0	962260	0	0	6056000	0	2363300	2019700	3693800	7525600	18985000	22632000	25433000	0	0	0	16598000	8042800
Q13153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6627300	4888000	13076000	13222000	6935600	4948100	0	2489200	4426000	16245000	16801000	14296000	0	0	0	0	0	0
Q13155	9582900	11765000	23685000	80612000	81685000	42790000	17638000	13316000	4655500	6481300	6124300	6067400	6903700	6820700	4365300	4037400	3847400	2319400	2057900	1428600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q13158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4064900	19698000	40329000	26050000	13027000	4527200	2034700	0	0	0	0	0	0
Q13177	606980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	686770	2093900	4540700	11939000	69929000	98303000	27888000	6769400	1251900	717040	1402800	2544100	1344200	0	2399500	0	0	0	0	0
Q13185	0	2492900	3763300	0	0	0	0	0	0	3432500	0	860430	1352500	1489000	0	1291100	0	6577100	10780000	3059700	3693000	1196900	0	4267100	0	26325000	74296000	64833000	17479000	20691000	4995500	3357300	1995700	3696000	0	0	0	0	0	0
Q13190	7878100	12209000	10342000	2706800	2406600	2454200	0	0	0	0	0	1933400	1469800	0	0	0	0	0	893080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q13200	6473300	2233200	8232600	3277000	9067000	55650000	110960000	201000000	317280000	385650000	368830000	347670000	204690000	76317000	22924000	11461000	7765900	11272000	19170000	53534000	118810000	95481000	59373000	53830000	23746000	5737200	2647800	510680	3563300	7694800	9920400	3216500	3035000	2857200	1815000	1589700	0	0	0	0
Q13206	0	0	0	395390	1000100	708690	515800	267540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q13217	1492600	2724600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17468000	21323000	7184000	2289700	0	0	0	807270	0	0	0	0	0	0	0
Q13228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2626600	1187200	0	0	0	0	0	0	0	0	0
Q13242	2392300	0	0	0	0	0	0	0	0	2884500	3066300	2355500	2333400	2555400	0	0	0	0	0	3080900	3937100	0	0	0	4314900	0	0	3309300	4653200	4218200	5636100	9429400	11652000	12200000	15640000	0	0	0	5549900	0
Q13243	0	1602900	0	0	0	0	0	0	4433200	2471600	3493500	2448800	2509000	2485300	2824800	2558400	0	2932600	0	0	0	2799000	0	11433000	3643900	0	0	0	0	1409700	1568400	0	2906400	3538600	0	0	0	0	0	0
Q13247	3354100	0	0	0	0	3172600	5686400	6880500	0	2013000	2911400	2157300	0	7919300	6612500	3305800	18259000	27939000	24170000	69121000	43639000	2338400	0	31361000	7853300	3711400	0	0	3002700	1699100	1899000	0	0	3904600	6307400	0	0	0	0	0
Q13257	0	0	0	0	0	0	0	0	0	0	0	3014800	0	1076500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8424900	33166000	26331000	17532000	0	0	0	0	0	0	0	0
Q13263	3782500	4610300	14553000	26730000	28104000	32025000	26066000	13779000	14778000	25647000	32050000	56928000	126470000	332750000	462810000	250020000	76287000	35053000	41044000	68495000	30072000	15516000	11501000	8504500	2754900	1124500	4513700	2832800	1142600	1215900	2440800	303140	2109700	1465900	1414500	9905400	0	0	769710	1190600
Q13268	48144000	15623000	6504100	0	4679200	4678500	6917100	12355000	19812000	31348000	26184000	37131000	51684000	71193000	47693000	56382000	68286000	68681000	96284000	88570000	69352000	67728000	26101000	15640000	9904400	0	0	0	0	2511300	2053600	6465100	4021900	6635500	4746300	0	0	0	0	0
Q13277	0	1143400	1976600	887240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q13283	5349800	4415400	4907800	5942700	33438000	69072000	103080000	84395000	55647000	28878000	23936000	27966000	23786000	27056000	27236000	28832000	32312000	59434000	90040000	117240000	64796000	35355000	19053000	8701900	5598100	0	4970700	7910000	4954500	9649700	16215000	16250000	24256000	15257000	14876000	14605000	11167000	11897000	12671000	17112000
Q13308	2240800	4050900	3818700	3415200	1815400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q13310	4763700	5016800	6815300	10835000	11167000	18512000	23196000	25192000	22236000	23012000	15389000	11530000	5225400	3425600	2907800	0	3123500	1234800	0	1400500	3912100	0	11846000	27233000	14741000	5661600	1615600	0	0	0	0	0	0	0	0	0	5831700	0	0	0
Q13315	0	0	0	0	0	0	0	0	0	0	0	590340	716150	1511800	2110100	2616000	1174400	676970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q13325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1693200	2099500	1457600	1309000	1425000	2886400	1180200	1470100	0	0	0	0	0	0	0	0	0	0
Q13330	0	0	0	0	0	0	0	0	734270	906140	1688200	2514300	3782000	3425200	0	619380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q13347	2084600	2022000	5683800	5644400	7277500	8122000	9333100	12162000	27268000	141130000	392670000	294930000	102020000	20544000	17593000	16966000	25476000	90357000	85713000	28902000	10013000	1844600	461080	676670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q13356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4876600	2494000	2048400	1997300	1842400	0	0	0	2530200	0	3184600	2942100	3613800	3328700
Q13362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223220	0	0	0	0	0	287520	1652000	3046600	651090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q13371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	721690	1518100	0	0	0	0	0	0	1088600	1079700	1015600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q13404	5600700	6668300	5502900	0	0	0	0	2660100	2416200	1910900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3340500	16427000	52107000	88533000	322420000	35577000	10355000	0	0	0	0	0
Q13405	980750	1255000	926120	0	0	0	848710	4733400	11576000	14772000	9588200	2756300	795570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1375200	2887100	3791400	2023900	1197200	0	0	0	0	0	0
Q13409	861180	2942500	6138000	6388300	7725400	104920000	252200000	263530000	104390000	28754000	2616800	1548200	896240	1041800	276930	1726700	9098800	10551000	1660400	1405900	474920	9679600	10851000	3849500	1039100	676890	369780	567670	156790	0	0	107940	93602	78834	0	0	0	0	0	0
Q13416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1081700	1964900	3588900	6236500	2153700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q13418	0	949860	3741600	3323100	1952200	1550200	1117600	1663200	972570	1459500	961800	0	0	566800	0	0	0	1508700	2829200	11556000	29985000	11772000	9562400	1341900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q13423	47166000	34911000	30293000	11149000	7526900	2766200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1924500	0	0	0	0	0	0	0	0	0	0	0
Q13428	1075300	761200	0	0	0	0	4052100	1921100	1714300	1227200	1870500	3228000	8055800	13286000	19085000	28907000	26977000	23295000	33712000	46973000	34525000	8321500	7752400	7985200	4891200	2321700	1877100	1699600	1331300	5706900	3427100	2581800	3235100	1964700	0	0	0	0	0	0
Q13435	9971900	11290000	49774000	108640000	56892000	75007000	141720000	201070000	314990000	253800000	143340000	46173000	24895000	14182000	17371000	19615000	12004000	826040	7529800	10025000	10222000	7150300	4771500	1664800	4065600	2970800	1433500	5471000	5046000	6399400	6834300	6287200	2117600	1529300	1900700	0	4306000	3307500	4375100	5780500
Q13439	5268100	5673900	5254500	7803100	6541400	0	5152300	0	0	0	0	0	3230600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3426300	0	0	0	0
Q13442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3270800	31436000	127690000	71699000	29527000	15035000	13636000	13033000	17986000	14974000	15135000	17736000	24638000	29104000	0	22669000	13764000
Q13451	1077200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1318900	2462100	6579600	6567800	12980000	23214000	18827000	5526800	1658900	718250	0	0	0	0	0	0	0	0	0	0	0
Q13459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1740900	3570000	3996100	2824400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q13464	0	405480	373520	0	0	0	402740	0	0	175240	5947600	128540000	46012000	1457400	0	1209600	0	0	0	212070	445490	112090	216080	762950	0	382450	0	0	0	0	0	0	0	0	0	0	0	869600	0	0
Q13485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3130800	2158700	1687600	0	0	0	1189900	0	0	0	0	0	0	0	0	0
Q13488	0	1546900	2235800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q13492	3407300	2458800	3977800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1508800	0	2258300	3715100	3460200	3214100	0	2994600	0	2223500	2530200	2001400	0	1890900	0	0	0	0	0	0	2992500	0
Q13501	6788200	8711000	12158000	11705000	9759200	9953700	8012300	6728100	7494900	6626000	5194400	3314200	3444800	3896200	3207800	2926500	3016400	0	0	0	3693900	0	0	2838400	0	0	0	0	0	0	0	0	4237600	0	6197200	0	0	0	0	0
Q13503	0	0	0	0	0	0	751920	1174400	1038500	570170	503910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q13509	8758100	4409500	8412500	5105300	4015600	570390	3509000	0	0	1456200	0	0	0	2899000	3484500	5102300	536470	600500	1009400	4579400	7641800	9617700	19286000	87859000	313030000	39579000	54978000	12429000	5921100	3228500	2622800	0	3350600	4706300	2873200	0	0	0	0	0
Q13523	0	0	3079900	2678800	1406200	598340	592850	737830	498470	559410	518310	457770	631030	617390	800540	812140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q13526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1764500	7583000	44051000	199540000	376830000	167510000	28267000	0	2972100	4502500	0	0
Q13535	0	0	0	0	0	0	0	0	0	0	0	1642800	3568900	3866700	1605400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q13541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5128600	5832200	3731200	2224900	0	0	0	0	0	0	0	0	0	0
Q13546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2723300	2778200	0	0	0	0	0	0	0	0	0	0	0	0	0
Q13547	1878800	2636400	3895500	12252000	23715000	21644000	16688000	15152000	7426500	16252000	10606000	11548000	21454000	18024000	11545000	17971000	11268000	4477100	3120300	4119800	0	1748000	1413700	1275400	1361000	5446100	4062600	1371200	0	0	0	3509500	0	0	0	0	0	0	0	0
Q13555	0	0	0	620650	0	0	0	544020	0	660400	1159200	6689700	18172000	25233000	16685000	2286100	926640	565750	406670	0	0	0	0	0	0	0	0	0	0	845690	816390	0	0	0	0	0	0	0	0	0
Q13557	590620	1702500	4949900	2393800	668130	1095600	940380	247630	1737300	1562500	2410900	11922000	26141000	66408000	58598000	23735000	6001000	984700	1201600	801420	720280	458890	365170	718140	606230	0	678390	716640	1617200	4426000	2761100	2324800	357720	0	0	0	0	0	0	0
Q13561	6045300	10018000	20179000	12132000	10583000	11562000	35974000	58549000	105970000	260650000	536220000	296900000	95299000	23799000	5730000	4115700	4350800	7793100	12838000	19695000	10089000	890090	0	2771500	0	1623200	0	125040	0	0	0	888940	0	0	405480	0	0	0	0	0
Q13564	3163300	994500	0	0	0	0	0	0	0	0	0	0	417720	0	0	0	0	0	0	0	605520	2812400	5657500	49308000	156430000	28835000	11590000	4625700	1349700	0	0	0	0	0	0	0	0	0	0	0
Q13573	4857500	5172100	17623000	19669000	10115000	6113100	3225900	0	0	0	0	0	0	1280100	0	0	0	2215300	6800500	32051000	24382000	22093000	8314800	2716300	0	1860400	2933900	5466700	6190600	6392400	4831600	4274200	3571200	4086000	4796200	0	0	0	4481100	3708500
Q13596	1995300	1636400	3831900	3463700	0	0	0	0	0	0	0	0	0	710010	0	1439200	1349100	4591400	9041900	23756000	32992000	21647000	8636200	6719800	5101200	3267100	0	0	0	0	0	0	0	640030	0	0	0	0	0	0
Q13610	0	0	1881100	3537100	5611300	1788200	0	1203200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q13614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1362200	0	0	0	2545500	6353100	3016800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q13616	0	0	0	0	0	1142900	444230	0	0	0	0	433590	0	0	1099800	556570	648750	1857800	2819800	4692300	8563100	6738300	3746200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q13617	0	1682600	0	1345300	0	1081600	0	0	0	794500	1461800	3843500	3114200	4489700	5371600	7688600	22491000	25952000	35133000	45523000	27127000	25665000	10206000	1357000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q13618	0	779650	876460	1029100	0	0	0	0	0	0	0	0	0	0	897490	1539300	3425600	3638100	7359500	7260300	25352000	51199000	18006000	2755800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q13619	1740800	0	1391900	0	0	1855200	0	2262500	629730	1474900	1945200	4373500	14305000	19109000	15811000	67470000	87862000	50575000	32835000	12582000	10928000	4755300	8049000	2226400	0	0	0	0	0	0	0	1458700	2967800	2878300	1536600	0	0	3763400	0	2085500
Q13620	0	0	0	0	0	0	0	0	2855600	0	0	2676100	3917300	7210500	10569000	15720000	19105000	7756300	11551000	17405000	19447000	12677000	4234400	4906300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q13630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8289100	0	0	0	0	0	0	2884700	0	7068700	16702000	29451000	100810000	56052000	20359000	6693000	6532600	0	0	0	0	0	0	0	0	0
Q13636	2931000	3051300	4296900	2553000	2042900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q13637	2300500	7165600	7115400	2026200	1391800	1204800	0	0	852520	0	0	0	0	0	0	0	0	0	0	0	771120	0	0	0	596910	0	0	3073800	830780	0	0	0	0	0	0	0	0	0	0	0
Q13671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1305100	2667600	2108700	1662200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q13685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1111900	4021900	9011900	3480700	1027000	498810	0	0	0	0	0	0	0	0	0	0	0
Q13724	70731000	27459000	7697300	3947100	4107000	4324200	3135300	1380800	978610	856420	0	468080	0	366800	0	0	334120	0	0	0	312040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q13740	6260100	3398000	2981800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q13748	17095000	16591000	20971000	6700900	5779000	6741500	7505700	11034000	13455000	14994000	12879000	11834000	11967000	12843000	13554000	11447000	5579000	3639600	0	5436500	0	27102000	17803000	24708000	5132700	0	0	0	0	0	4825700	4358700	4667100	5238200	0	0	0	0	0	0
Q13765	28852000	11839000	1318200	2224900	2760600	2875500	1191200	3213100	1080000	799870	948190	939710	731830	796490	0	958660	1006700	750730	1535600	13823000	28158000	41942000	129660000	230250000	45115000	1061600	0	0	4830400	11408000	14769000	11673000	12926000	11032000	14474000	0	5980700	6645300	5442500	2519200
Q13813	32489000	63844000	174250000	221240000	244490000	161510000	145210000	80597000	47978000	30205000	36839000	37087000	57084000	50243000	14790000	12032000	4978100	3520400	2781300	2554200	3230300	1619900	747480	547470	0	414130	1035800	1049100	494900	481650	466040	402720	586930	1538000	1820900	1205200	764080	0	1321300	1480500
Q13838	10903000	10921000	10301000	7203800	3915500	1967900	1870300	1060700	2715400	1697600	2992600	4637600	3001900	4565500	4254900	4279700	4308600	4281000	7173100	9380700	12641000	27417000	40871000	59668000	88545000	181330000	419240000	180250000	73407000	26080000	21600000	20077000	19016000	17685000	20593000	15915000	12596000	19968000	19046000	14781000
Q13868	810360	1558000	3362800	20162000	17450000	9357600	1758800	1556000	1159200	0	871930	0	951530	2406800	0	0	912160	1768000	5032200	9432100	6131400	6012400	1861300	1060700	0	0	0	0	0	0	0	0	0	0	0	2442700	0	0	0	0
Q13885	23597000	10891000	46013000	12348000	0	0	0	4539600	2127300	0	2552100	34479000	9515300	14953000	17877000	24103000	13414000	7140500	5792400	45547000	74797000	117880000	45202000	62231000	1405100000	0	568940000	7786300	21853000	11250000	0	0	4834300	17969000	14430000	0	0	0	0	0
Q13895	0	0	0	0	0	0	0	1653000	3808300	2782900	2021100	1606800	1617300	1352000	0	1337700	1154800	1284400	1065700	1616200	0	0	0	0	1270900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q13907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2652800	24318000	66396000	45958000	21060000	5502300	3210600	0	0	0	0	0
Q13948	0	1522800	1713000	1359700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q13951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	705800	1119800	2207800	2709100	33288000	28304000	16944000	7896100	2591600	2223600	2305000	0	2803800	2901800	2792900	3675500
Q14008	3155100	4774200	9520100	22613000	21491000	8752700	9195200	6838900	5836000	4345400	3651400	4136300	3416600	5027800	5735700	9419800	8361900	8428100	12855000	14826000	12690000	14500000	12621000	6975100	5052800	2871600	0	0	4152800	0	4034900	5198400	2258300	5316100	3446300	7242400	2747400	0	7313500	0
Q14011	1985100	0	0	1861900	8524100	8556600	6624900	6730800	6601000	4131800	3258400	3476900	2432100	3178900	3323400	2486700	1862900	2825000	3384300	3107600	2707000	2396500	2684500	0	1715000	0	0	0	2629700	3321500	6397700	16030000	29407000	25466000	21847000	13616000	12455000	44092000	0	11153000
Q14019	0	0	0	0	0	0	0	2040900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4428600	40981000	210810000	454840000	301560000	103770000	13174000	0	0	0	0	0
Q14103	20916000	19638000	43147000	56371000	36772000	163350000	243710000	290930000	198780000	145440000	102070000	68142000	46388000	47666000	47492000	43991000	48906000	40775000	51349000	40381000	51245000	60529000	89076000	65972000	22081000	70208000	2083900	2818000	16448000	18491000	13042000	16796000	25577000	29942000	26029000	0	55807000	0	0	52444000
Q14108	0	4592700	4533100	4417800	3029900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q14116	539940	0	0	0	0	0	0	0	1586000	0	0	0	0	0	0	0	0	972870	0	0	0	0	0	0	0	0	4228400	3687200	40580000	115530000	63497000	30130000	7753100	2887200	1115900	0	0	0	0	0
Q14126	1399500	2018500	1940200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q14137	2518000	3361100	9636500	24366000	19104000	6966200	3641400	2260000	1060400	0	0	1193700	0	0	0	0	3776700	0	4113300	8024300	20746000	40734000	32640000	3372500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q14139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4259300	21234000	26489000	10374000	2962300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q14141	0	0	0	0	0	0	0	1429200	3399600	18601000	32079000	25294000	9994100	18979000	7112500	4581600	1701400	1408100	1642900	1493000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q14146	0	0	588320	903320	1096100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q14149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	482280	687730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q14151	0	0	3022500	5799800	3919500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q14152	4745700	4863000	15310000	11155000	10372000	13355000	16354000	20260000	130790000	660930000	1433400000	957430000	324560000	100630000	21356000	10640000	5393300	2902600	613510	178790	169530	210230	233530	6991100	6716100	9944300	2490400	1076500	3530900	4845200	5203500	1228900	3554100	344380	1171000	13230000	3948400	2924800	0	0
Q14155	0	0	0	0	0	0	0	0	0	671300	1025100	2297400	4187900	5002500	3238600	1129200	0	0	0	805570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q14157	6298800	4138000	0	0	0	0	0	4670400	862870	0	0	0	0	1099500	1228800	14280000	37813000	61529000	77881000	52308000	36570000	21684000	16341000	12371000	10891000	13467000	11665000	5406900	7311700	7194400	13228000	9552900	8572500	15112000	13344000	0	11191000	6608700	7607000	5303000
Q14160	1246200	3293700	3016500	3062600	2068800	867010	0	0	0	0	914760	0	1088600	1304000	2888700	3824600	3579900	3057300	5220300	2200100	1395800	1300800	729840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
