uniprot_acc	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70
P11076	15452000	95397000	68382000	49440000	63294000	15390000	12253000	6418600	0	0	0	11442000	0	6075600	11314000	0	0	0	10227000	0	0	0	0	0	0	0	0	0	0	0	0	7708100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31180000	28449000	23819000	18417000	17890000	20636000	17161000	19767000	17434000	16199000	17326000	23411000	17600000	15720000	18580000	7882400	17513000	18668000	36999000
P11154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154120000	151220000	60223000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P11412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2278600	1927700	2530600	2326000	3236500	7005000	20268000	107250000	68846000	32938000	0	0	0	0	0	4353300	0	1995600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1576900	784140	1303000	1584100	2036000	2484200	4453900	2325500	2307600	2725700	0	1309900	4441400	2041800
P11484	363850000	371310000	274220000	548690000	229800000	439900000	169870000	78962000	155270000	133790000	172940000	104120000	77068000	56043000	40836000	39778000	85175000	160450000	38472000	75820000	212450000	150660000	110600000	46716000	49231000	17059000	55743000	46664000	61435000	134390000	64561000	150060000	183610000	124690000	75947000	42358000	0	0	0	0	0	90910000	79981000	241710000	37044000	116800000	49956000	470290000	574450000	551720000	148420000	259160000	190050000	264150000	206490000	404420000	801740000	573240000	682520000	595880000	542310000	592550000	651850000	506670000	609890000	555800000	450310000	583010000	555460000	704390000
P11491	0	26485000	24030000	20614000	33510000	7949000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P11632	0	1736100	0	5544600	0	6296900	7695200	13961000	5938500	14270000	11681000	3445400	5112800	4846200	0	0	5440100	0	0	0	0	39893000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11613000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2546600	0	0	0	0	0	0	0	0	0	0	0	0	0
P11633	0	0	0	0	0	0	10105000	9341500	8055700	11534000	9091600	10548000	0	4537900	7892700	9028100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P11745	0	69049000	78858000	153910000	22507000	5151400	0	1430800	705150	635350	0	0	0	2026200	0	1539300	1311100	0	0	1675700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4298300	0	0	0	4439300	0	0	0	0	0	0	4174000	0
P11938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5384600	10694000	18552000	17899000	10171000	0	0	70660000	0	0	0	0	11396000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P12383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	706690	0	2269700	8665800	5853500	2778900	1156800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P12385	352910000	83047000	9370700	23262000	21258000	8233100	14265000	56512000	61989000	31706000	19368000	10239000	13053000	0	0	0	0	9276100	0	0	0	0	12525000	0	0	9349900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33303000	0	0	42814000	0	0	0	27016000	0
P12612	0	17681000	19748000	24033000	44066000	65117000	85344000	37061000	36393000	25610000	23254000	21626000	26281000	40401000	52905000	76613000	128280000	158680000	143860000	77464000	53364000	16478000	18528000	14509000	0	5174300	5411500	9739300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5698600	0	0	0	0	0	0	0
P12688	0	0	0	10541000	0	11667000	5577900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P12695	2093300	1640600	5389700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1277400	0	1264400	0	0	0	0	0	0	0	0	0	5243800	18594000	13103000	9155700	0	12188000	8587800	0	0	0	0	0	2257100	14973000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P12754	0	2432000	6387100	9398200	8822100	5020800	5570400	4675700	3415100	2890000	3193300	2314000	3749700	8435400	7812900	9059300	4778600	4298800	0	0	0	2132400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P12945	0	6733500	2924100	7512700	8298500	4093800	14529000	25379000	68223000	83013000	38318000	40443000	37819000	14119000	19771000	18017000	19870000	10479000	15687000	0	0	0	0	0	5833000	0	6767100	9472400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9311500	0	0	0	0	0	0	0	0	0	0	0	4266000	0	0	0	0	0	0	0	0	0	0
P13188	0	2352200	4978400	4679300	0	5420400	2220300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6754000	19686000	43767000	304290000	9797900	6812800	3364600	31827000	0	0	0	0	0	0	0	0	1016400	0	0	0	0	1602900	0	1352000	0	0	1385200	0	0	0	0	0	0	875240	0	0	0	939300	949930	0
P13483	0	0	0	0	0	0	121860	188670	144390	101700	245000	121960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P13663	0	8950400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19648000	432420000	417130000	265260000	24990000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5352200	0	0	0	13579000	14678000	5206300	0	0	0	0	0	0	0	0	0	0	0
P14020	17955000	57047000	305560000	148830000	184030000	281900000	48860000	27734000	24410000	19898000	10381000	13975000	15270000	27963000	8204300	0	0	18579000	0	9073500	0	0	9510200	0	4754600	4387100	3779200	29648000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P14120	25200000	62450000	74943000	62178000	104930000	42541000	50997000	543200000	472360000	354960000	183420000	41708000	56804000	52169000	33688000	26008000	0	13296000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5195200	0	0	0	0	2808500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14087000	0	0	0	0	0	0	0	0	0	0	0	0	0
P14126	73579000	415710000	171310000	227880000	27343000	248900000	1086800000	1637900000	1430300000	725330000	531430000	333790000	620720000	343590000	1034800000	556340000	1043700000	920320000	595640000	399850000	465200000	416710000	360610000	212040000	180130000	188390000	120270000	27431000	71596000	16287000	0	1078200	40489000	0	5325700	16455000	2523300	0	0	0	0	0	1647000	0	1923300	0	4786500	0	0	0	0	0	0	0	0	0	0	0	0	0	441900	1253600	1887800	383650	2185900	1089100	0	1478500	1179200	3110400
P14127	71480000	124830000	31296000	38254000	118110000	134680000	258010000	643440000	776400000	924240000	923850000	1311600000	556530000	354680000	251190000	104250000	54474000	11037000	16800000	9990700	4211600	11236000	13838000	6639000	9115400	10777000	8442000	12220000	5162600	4611300	0	0	8780600	11146000	13252000	0	0	0	0	0	0	0	0	12599000	0	0	0	0	0	0	59877000	72176000	62628000	0	35395000	55472000	48759000	65293000	48917000	54878000	58131000	46643000	51320000	66543000	88651000	48932000	96423000	77697000	126770000	123310000
P14164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5539500	6652800	5958700	5019600	5596400	9548600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P14540	113930000	51442000	34156000	255020000	2170400	113580000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121640000	1835800000	7728700000	2585400000	1839100000	1675100000	662040000	405440000	283180000	281030000	140990000	109480000	71201000	95194000	54163000	1170300000	845620000	665100000	1186900000	865090000	922650000	1169900000	774650000	906200000	870050000	1269300000	1476500000	1189900000	1077800000	966950000	875990000	1177200000	921460000	2482100000	3216400000
P14742	10164000	81535000	41931000	35579000	136860000	26426000	4872700	6126600	12009000	0	0	5878000	0	0	3554100	0	3884800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4855200	0	0	0	11856000	5887300	4412200	8826500	7050100	7877500	12156000	13658000	18021000	15696000	20638000	14910000	14142000	12827000	8862600	5720800	9953600	10127000	9916400	0
P14743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60710000	141060000	13276000	43551000	0	49557000	36257000	18951000	27813000	22178000	25620000	18561000	20367000	21383000	21586000	19662000	17888000	24932000	15916000	27219000	27252000	42240000	37592000	32568000	55029000	42668000
P14747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7761800	0	10296000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P14772	0	5192500	7363000	7869200	8630800	7224600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P14832	0	0	0	1371900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93884000	5905000000	5937000000	1703100000	638580000	428600000	259400000	107290000	131610000	68274000	69112000	42696000	72708000	36984000	29083000	18640000	9186700	15130000	5061900	9570800	8212700	6243000
P14843	0	8350100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118220000	0	3404000	3576000	2758600	0	33520000	57434000	60807000	63203000	55174000	35963000	35353000	45893000	35576000	24408000	32810000	27277000	17578000	19368000	16234000	19883000	18293000	16042000	13737000	10627000	8340100
P14906	0	14515000	19981000	21505000	32945000	7386500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P14922	0	19829000	15077000	12470000	21634000	8672900	3853400	0	0	0	0	0	0	0	0	4427200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7963900	18684000	9307200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P15019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57332000	859020000	591980000	300360000	527610000	169930000	62515000	237460000	112650000	4913800	79151000	83323000	81416000	49799000	84290000	121860000	143920000	200560000	131640000	92861000	87106000	55304000	50093000	31898000	29650000	15663000	19705000	20927000	7583800	12401000
P15108	180400000	469460000	304680000	298660000	530910000	205310000	55920000	34662000	21975000	21001000	19318000	73147000	56035000	42659000	25459000	46739000	51369000	31319000	22686000	15295000	15709000	28105000	47182000	61915000	125350000	822310000	868220000	1009800000	799140000	1179400000	2519300000	910960000	2295600000	1898700000	451520000	589510000	660780000	4438300000	2272900000	4225800000	1149400000	1932700000	2458900000	2158600000	1708700000	444380000	330450000	201970000	463120000	485070000	452060000	460520000	515320000	455130000	371690000	356840000	196980000	215610000	159010000	139640000	125400000	142330000	109530000	159510000	154650000	116770000	80732000	162960000	107030000	83878000
P15180	20525000	6174200	3912200	0	3665900	17933000	0	0	0	8014700	5176300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8854100	7254400	0	30699000	24078000	29081000	203540000	697750000	208500000	5691600	0	0	0	0	0	0	1863800	40541000	4990200	19399000	0	0	16985000	13101000	28310000	17381000	9404000	19481000	33684000	23231000	33469000	13874000	35692000	11756000	23746000	21544000	27634000	15926000	36158000	22839000	32470000	36833000	22481000
P15274	0	7372700	0	9102200	7094400	8627800	7186600	6535000	8035800	9948600	9005400	8900700	7242400	5479100	4889000	6487600	0	4846400	0	0	0	0	0	0	0	0	0	7432800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P15303	0	6263300	3931300	5562700	5577600	3620100	0	0	0	4960400	6852100	6909400	7347900	7003300	5911200	9701700	7914600	8654400	7295100	7939400	10210000	8554200	10468000	11812000	0	8616100	0	23983000	35181000	0	0	0	0	0	6469800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7999500	0	0	0	0	8060300	10559000	9047800	9334300	9393500	9851500	7583500	7320500	5989000	5704200	5918900	6361800	0
P15367	0	0	0	8481800	14223000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P15454	21687000	18396000	25548000	30526000	3328800	11018000	0	0	0	0	0	0	0	0	2829400	0	0	0	0	0	0	0	0	0	0	0	0	0	4836200	0	0	17960000	0	0	0	0	0	19004000	0	21876000	0	23419000	22603000	18918000	17991000	0	27601000	26532000	0	0	0	0	0	3592700	0	1082600	27906000	0	0	0	0	5425100	13966000	4982900	0	60857000	30880000	15288000	23056000	0
P15496	0	0	0	0	5872200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8709400	0	0	0	0	0	7999600	0	0	7185500	9230900	0	8894800
P15565	0	8603300	4549500	4199000	15813000	8082700	6112800	5616100	7099000	8778900	19682000	21381000	20151000	37100000	39516000	45411000	64769000	35507000	18303000	32143000	11096000	33883000	10434000	8788000	0	0	5469300	0	0	0	0	0	0	0	0	0	14557000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P15624	0	2595000	2675700	4315500	3732700	7776800	16943000	4906100	0	0	3147300	8925900	6225600	7066000	14214000	22028000	40423000	30393000	31595000	31597000	44868000	75053000	164350000	526420000	609290000	889950000	136140000	51026000	16389000	6861500	17799000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6217300	6526100	0	0	0	0	0	0	0
P15625	0	0	0	0	0	0	7058300	6214200	13828000	0	13837000	0	8430600	11312000	10104000	15950000	12865000	33933000	15586000	30935000	0	20034000	167250000	350920000	727280000	314550000	91467000	108840000	0	0	12704000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P15646	18861000	61946000	73878000	78261000	97883000	69707000	40868000	18576000	16390000	16839000	18603000	28847000	19333000	35381000	44222000	78044000	77932000	77403000	98799000	60310000	145750000	42602000	47831000	89510000	29538000	37754000	35912000	17887000	32091000	0	36858000	0	6912400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25884000	13155000	0	0	0	0	0	0	0	32558000	26348000	25472000	44269000	80509000	111330000	96619000	64417000	41622000	174710000	134150000	63614000
P15700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33971000	0	30518000	0	0	0	45322000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P15703	0	0	0	0	0	0	0	0	0	0	0	0	1948100	0	0	0	0	0	0	0	0	0	0	0	0	0	3190900	0	0	0	26248000	0	3117100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P15705	1137400	283480	952430	291940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	519970	4424900	171990000	250070000	147400000	52355000	65291000	141720000	48208000	28108000	30225000	14825000	127890000	38299000	153400000	359360000	378830000	235380000	105540000	51173000	33166000	23731000	93858000	63060000	20948000	0	48180000	42728000	50750000	63030000	77457000	48651000	42616000	55450000	43961000	35327000	36992000	31873000	29403000	34519000	27594000	23969000	30532000	19571000	26648000	18309000	16805000
P15891	19010000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17182000	90445000	138830000	105360000	249010000	209310000	125400000	53758000	70150000	94890000	75816000	51982000	59040000	59495000	85157000	56495000	55037000	75497000	130570000	121180000	0	33293000	0	28672000	61233000	26129000	21033000	11512000	0	0	0	5450800	0	0
P15992	0	4913300	4548000	0	5190700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174010000	405090000	112780000	58583000	23430000	5224400	4514800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P16120	6901400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11157000	0	0	0	0	0	0	0	0	0	58041000	310700000	137490000	67282000	39892000	28732000	0	14685000	8072600	0	0	0	0	0	0	0	0	96138000	94208000	114370000	63916000	57015000	55477000	51935000	32885000	28004000	33844000	30434000	15130000	32497000	21195000
P16140	37784000	221360000	301540000	313580000	219140000	59443000	20266000	3769400	2687300	1570000	1322800	1049200	1689200	6597700	3226200	8302200	10042000	16075000	14222000	14530000	18393000	54476000	37427000	938780000	2783100000	1451700000	509000000	744650000	1464000000	772600000	520560000	190190000	192480000	109070000	45958000	56050000	101370000	310930000	474500000	228490000	70332000	77908000	42735000	34260000	50812000	47948000	38499000	44241000	10373000	0	0	318790	186320	1474700	0	10170000	4406800	11230000	9645800	10741000	13104000	26274000	31168000	21494000	12743000	15502000	4045400	9862900	19179000	28491000
P16370	0	0	4504800	0	0	0	0	0	0	0	0	0	0	0	8201200	0	8093800	10810000	13387000	19440000	85529000	100520000	105970000	50234000	19266000	6429600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P16387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4838100	194790000	5757800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15234000	0	0	2005200	1806000	3263800	1737400	2280200	1832400	0	0	0	0	0	0	0	0
P16474	38927000	27362000	19515000	23428000	15641000	36520000	0	0	0	0	0	0	0	29096000	35763000	22517000	25270000	0	51839000	0	56221000	54978000	40085000	31309000	0	109790000	100890000	146210000	0	81839000	0	64835000	76328000	173430000	0	56711000	0	0	0	0	0	77503000	0	159320000	0	118760000	86490000	91239000	0	52873000	30501000	100840000	89488000	103410000	80772000	114040000	139920000	104710000	82618000	76815000	47351000	56724000	200880000	105710000	68331000	43462000	28008000	37840000	47659000	15820000
P16521	381730000	358110000	284030000	414710000	377810000	369300000	632160000	876600000	1050600000	1421600000	1552200000	1683000000	879020000	949380000	750580000	767030000	735650000	688530000	502790000	546410000	426970000	576850000	603260000	566620000	571350000	696080000	2006000000	2995100000	2004400000	842130000	217750000	417690000	374070000	385370000	235150000	163150000	762040000	116490000	0	0	3924400	99124000	69956000	78630000	76084000	84168000	87919000	15255000	92885000	710770000	336640000	307690000	467330000	429240000	359940000	266500000	281090000	347110000	267060000	273860000	312640000	355000000	329480000	351990000	360210000	286550000	290160000	247190000	272650000	284390000
P16550	0	55737000	54005000	50517000	52186000	10089000	0	0	0	0	0	0	2645500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10865000	0	11772000	0	0	0	13211000	2974100	11686000	10073000	9737600	7699500	2190800	6888600	0	0	2045000	6169500
P16603	0	5731500	6720900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P16622	0	6170000	5955400	18788000	7715600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P16649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11366000	49624000	7201200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P16861	422830000	175290000	81287000	28916000	21370000	26735000	25735000	56210000	8253600	0	4465100	14388000	13358000	25173000	4399200	33776000	0	0	0	15021000	0	0	0	1769400	28748000	0	73441000	0	0	0	0	0	0	75941000	0	0	0	0	0	0	0	0	0	0	0	91249000	64962000	88529000	0	21043000	53771000	30756000	42526000	57621000	47082000	47856000	50116000	94743000	72440000	141030000	124280000	212130000	231630000	116660000	214050000	310020000	231430000	271980000	460730000	166680000
P16862	90908000	152250000	128030000	110090000	25061000	24772000	0	4742400	3351000	3832900	0	8776700	13002000	9630000	10853000	13876000	23200000	22201000	14245000	0	0	0	10451000	0	0	28041000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58089000	11603000	6087600	0	0	158180000	82968000	55713000	55499000	51639000	37816000	36417000	28552000	36043000	37236000	36470000	39905000	22691000	24446000	26032000	27229000	26475000	33924000	29971000	25343000	51668000
P16965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1441200	2235500	14976000	26293000	27230000	23221000	30386000	37947000	24432000	28150000	18337000	25476000	31696000	37460000	29539000	56378000	49108000	29791000	21750000	11748000
P17076	30704000	159910000	161740000	119450000	14448000	101540000	1160200000	1736300000	1794200000	1153100000	721540000	162250000	167200000	722260000	304970000	227900000	208590000	392560000	173690000	202840000	253690000	137360000	122170000	17428000	15803000	10267000	10866000	7485800	5871900	0	15884000	1216100	0	0	0	0	0	0	0	0	0	0	0	0	0	2594200	7576100	1736800	12219000	0	0	0	0	0	0	0	0	0	1811700	73114	0	0	0	9243100	0	226860	0	8280400	0	4604500
P17106	0	0	0	0	0	0	0	0	0	3881600	3808700	6253800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P17157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1141100	0	0	0	0	0	3215700	3802400	3981700	3856700	5693700	5634400	8054200	0	6101300	0	0	0
P17255	81097000	266760000	406250000	393620000	511520000	113700000	51570000	52442000	76410000	75349000	22398000	16797000	21609000	48306000	53054000	27544000	27802000	24101000	26496000	7358900	14449000	24529000	127160000	472770000	581680000	405650000	666040000	833340000	171900000	95679000	23786000	21282000	18314000	38431000	14472000	51218000	18683000	0	0	0	0	0	12223000	11157000	29855000	53635000	8827000	80817000	38980000	39566000	394740000	157480000	161750000	54162000	53568000	59158000	37275000	35569000	45341000	35168000	36430000	42153000	50490000	58130000	46609000	54906000	21009000	74014000	58912000	20566000
P17423	0	5185200	3808500	3549100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4038100	3671600	0	0	0	0	0	0	0	0	0
P17442	0	3982600	7789200	3357200	0	1865900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P17505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19422000	0	0	0	0	0	0	0	0	0	0	0	7363600	7033000	0	0	49861000	21254000	41387000	86589000	35873000	20943000	34359000	43132000	22527000	38978000	28221000	27194000	33936000	39654000	24210000	33589000	29303000	17895000	21255000	25660000	27563000
P17536	0	0	0	0	0	0	0	0	0	0	0	0	0	6799300	0	0	0	0	0	0	0	875760	2484400	0	7577400	8399300	24174000	1084300000	3047800000	1275500000	509550000	224880000	99929000	43498000	38140000	59776000	102860000	252840000	153870000	198940000	112850000	57785000	51436000	54662000	53244000	40135000	16074000	4506100	0	16583000	0	1829000	0	0	2243700	2289300	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P17555	0	0	0	0	3117900	0	0	0	0	0	0	0	0	0	0	0	7165500	10964000	10242000	12561000	18395000	21864000	18562000	12170000	6042700	4614800	6933000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24963000	15264000	15953000	10561000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P17629	0	0	0	0	0	0	1671600	1221700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
