uniprot_acc	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70
P32892	21960000	38494000	40438000	22835000	43836000	21433000	13934000	8367600	7500300	7408300	7916100	7114500	7735400	4064700	0	8287100	6763500	6577700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P32895	0	10895000	0	8714200	0	6559700	0	0	3005900	1386100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10919000	0	0	0	0	0	21959000	0	0	0	6215200	6895600	12567000	10606000	7960400	8208000	9811400	11325000	10919000	0
P32899	0	0	0	0	0	0	9781700	8192600	6104200	0	0	0	6084300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P32901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6389300	23383000	7526300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P32905	333650000	524550000	317740000	64909000	28409000	0	48276000	34681000	98571000	242470000	199220000	152770000	156750000	109880000	35345000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44565000	0	0	0	0	0	0	4354900	3993600	0	0	20098000	131150000	203060000	144470000	51096000	167530000	208520000	237010000	245570000	124390000	215190000	225710000	358350000	200580000	478830000	323620000	706870000	700550000	402690000	516770000	685240000	588470000
P32908	0	903770	0	1157600	0	0	3991300	1176900	0	914170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P32911	38231000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14411000	0	0	181140000	95506000	125300000	202560000	181320000	205110000	307600000	391920000	391740000	444630000	304170000	328230000	447800000	428210000	399970000	389050000	472450000	437770000	512690000	426920000	375350000
P32913	0	0	0	0	0	0	1121000	1463000	1598800	1142200	858720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P32915	0	15012000	19451000	19928000	0	15894000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P32939	0	10606000	13403000	0	14060000	14514000	5709400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P33201	0	7638500	12131000	11377000	19453000	17413000	30937000	42046000	35770000	24834000	15758000	17096000	14296000	13362000	15416000	25532000	16697000	17265000	9742600	12869000	9210400	0	6951200	9837600	18108000	9095100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P33202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1111300	0	1589900	2094200	2116300	0	0	0	0	2712800	0	0	0	0	0	0	76946000	6840000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P33204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2316400	0	0	2166300	0	3104400	0	0	3790200	3084000	4672900	8083200	0	42972000	80371000	58837000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P33296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46049000	100070000	56973000	22693000	28348000	42776000	34884000	13223000	9594600	0	0	0	0	0	0	0	0	0	0	0
P33297	0	0	0	0	0	11285000	0	0	0	0	0	0	0	7311500	8899100	8948600	6642100	9681200	17184000	17909000	12388000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P33298	0	4090300	5062900	2430600	17585000	1183200	2909500	0	0	0	1230900	2809400	4727000	8795000	7794700	5903200	9938500	29789000	114600000	161370000	104500000	20805000	8864400	3362800	2095700	1568400	0	0	0	0	0	0	0	0	26681000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13389000	0	0	11550000	13311000	12769000	12846000	12824000	0	13876000	0	0	8878900	0	0	0	0	0	0
P33299	35218000	48381000	57696000	45948000	116250000	44183000	16837000	16517000	20075000	16214000	15533000	32417000	40235000	54584000	65756000	36589000	34450000	117600000	292480000	135110000	95961000	24418000	16216000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16111000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P33302	33721000	629820000	277760000	291490000	213790000	109220000	14447000	3258500	1641700	1325100	1575900	1211200	885450	0	1301900	2144200	0	0	0	0	0	1480300	0	0	0	0	0	0	0	0	0	0	0	0	2658300	0	0	0	0	0	0	0	0	0	0	0	9772700	0	0	0	0	0	2315100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P33307	0	2290600	2061600	2137400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P33322	0	7517500	6811600	7916300	13389000	12726000	33918000	33272000	16811000	15545000	29619000	62998000	18653000	36606000	41335000	33905000	27604000	41321000	41204000	60649000	141920000	70718000	63395000	113250000	65003000	45596000	37053000	45913000	40633000	34966000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11681000	0	0
P33327	0	0	2730700	3043300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13298000	173580000	31485000	8160100	4361700	0	0	0	0	6332900	5992900	4398000	0	11822000	0	0	0	0	4004700	5269000	5264300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P33330	5255200	3484600	0	0	0	0	0	0	0	1397900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25094000	134380000	4602800	0	0	0	0	0	0	0	0	0	0	0	1060400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6182400	0	0	0	0
P33332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2092500	0	3334100	4392400	4438100	4622100	4508200	7030900	3797200	3829700	3335800	2348500	2343500	2117900	2808600	2305600	2226400	0	0
P33333	0	9687800	13643000	10520000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P33334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1938400	3924000	3481500	2676900	1816000	1620500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P33399	0	0	1007300	0	0	9931400	9849600	19478000	25011000	26923000	15233000	13848000	5567500	4796200	8152000	9666000	9653000	10463000	12559000	17676000	15504000	28018000	27454000	26631000	25105000	33206000	39649000	29909000	60987000	122340000	0	256740000	141530000	74666000	0	75203000	65978000	31564000	12684000	16939000	11574000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P33401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14725000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7994000	96786000	31339000	29677000	9005200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P33442	56982000	76687000	45390000	70137000	85140000	92833000	929610000	1506500000	1328100000	1358100000	1209300000	442290000	263010000	337160000	266040000	202200000	79503000	19653000	59708000	5439200	0	13124000	15054000	4952700	12860000	9030100	6148200	9399000	0	0	0	0	0	0	0	0	0	0	0	247640000	11803000	0	0	0	0	2628600	0	0	0	50924000	86868000	66323000	0	0	0	0	84548000	0	0	74061000	42154000	15598000	69160000	39015000	96042000	77433000	37787000	30804000	13730000	20846000
P33750	0	0	0	2999400	7216500	18675000	15415000	5081600	0	0	3835500	0	4788100	4762400	4896600	3757000	4976500	7623500	13276000	14948000	10082000	5421400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P33767	8003700	21708000	29217000	17183000	26669000	13431000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P33892	20611000	147290000	56809000	143330000	259790000	49902000	58888000	21880000	19502000	16420000	13124000	6140000	10321000	5258800	4671200	7392100	7634700	5077900	2000500	5630000	8334000	8618500	0	0	1528200	2380600	2727400	0	5786100	12050000	5993400	27337000	13531000	0	0	4355500	0	0	0	0	0	0	0	0	3813200	6348500	21409000	10571000	0	7561300	16797000	11287000	5282900	3745000	0	8287000	7603900	8364900	4178000	1840900	4508700	4258200	9403800	7758500	19747000	4986500	0	4635000	5495600	0
P34087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5378400	12041000	11407000	15086000	47707000	48089000	0	0	9456600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P34160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6879400	7589700	5156300	7374800	6962500	10111000	17662000	15781000	27673000	31300000	27942000	23403000	14221000	6372200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P34167	245850000	17613000	4658800	4373600	2453900	5139300	0	30431000	3828900	3534000	2591700	0	0	1120900	0	0	0	31214000	12036000	2212600	2938000	1594000	0	0	0	0	0	0	0	0	0	0	0	0	8524500	5021100	0	0	0	0	14721000	7178100	11556000	44258000	179600000	253430000	378970000	356390000	35936000	490040000	585070000	390340000	330830000	201600000	176850000	296440000	175990000	159260000	397930000	263970000	443070000	449860000	327230000	471920000	269140000	419470000	518860000	324480000	555000000	340610000
P34216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4198900	12056000	9041300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P34223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42162000	39381000	27916000	25231000	31145000	0	64013000	74684000	106520000	80762000	88681000	63207000	48949000	17915000	6960000	4443900	5413900	4742000	3398300	2760100	0	0	0	0	0	0	0
P34237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4366500	10220000	10117000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P34241	2894000	10278000	14884000	15579000	11375000	12718000	9661800	4570200	4093000	5239500	3985200	3460700	3647900	3034000	2644400	3855100	3982000	4229800	0	4337500	0	3772800	4756700	2924500	2982100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P34247	0	0	0	0	0	11919000	6131400	1269000	1303800	1040800	1555900	2303300	2656800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P34253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23847000	37499000	21626000	0	0	0
P34760	0	3747500	4060200	5769000	80947000	18193000	12800000	14661000	0	14079000	31735000	0	0	4456300	5044700	9070500	2340400	0	1788500	0	17573000	6273500	22030000	47149000	282910000	209780000	69098000	86682000	32295000	934950000	1747900000	155530000	83474000	53706000	54640000	0	0	0	0	0	0	15505000	0	0	0	0	0	0	0	0	7495000	11078000	14161000	0	0	0	0	0	0	47459000	0	12633000	0	0	0	0	0	13603000	0	0
P35176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52723000	507710000	538830000	1022300000	287460000	91591000	35009000	0	0	22772000	5811000	9668900	17250000	0	0	3372700	0	0	0	0	0	0	0
P35180	0	9395100	13336000	11251000	0	7760300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P35191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1105300	3918800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P35194	0	5213400	6938600	7002900	8260000	27141000	11202000	7012300	6988700	0	6187300	2622300	3013800	4946800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P35197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12775000	8126300	6207700	7099700	0	7086900	0	0	0	0	0	0	0
P35207	0	3998200	3230700	6380300	7486200	10474000	4113600	3605800	7339200	10175000	10509000	21265000	7914600	9588300	9070600	9537800	11045000	11167000	9248800	0	17194000	9942200	6351900	13153000	12397000	9361000	5374500	5484300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5932800	6623600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P35691	91493000	80518000	146720000	86501000	161700000	104200000	23570000	19248000	21617000	18368000	7907600	0	25959000	6705400	9532500	0	15557000	17004000	9279200	23751000	17377000	0	0	16876000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	321260000	350870000	31725000	332220000	228980000	191040000	325180000	1415500000	467260000	461610000	335210000	239750000	169840000	127160000	68725000	53601000	69742000	50735000	47719000	27737000	20493000	22525000	27699000	28301000	29543000	20010000	12673000	21424000
P35719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21399000	24472000	98222000	92095000	306530000	43724000	65047000	198600000	199110000	31511000	95415000	74658000	51456000	0	0	0	0	0	0	0	72781000	56814000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P35723	0	5568700	0	4988000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P35728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22910000	13307000	11176000	0	0	38549000	15730000	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P35729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9010200	5345500	0	0	0	0	0	0	3567400	3261500	7122100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P35732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6800900	18396000	11516000	11116000	5869300	6935200	5974600	4150700	5113900	5119800	0	0	0	0	0	0	0	0	0	0	0
P35817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9454100	10441000	7855000	11718000	14015000	14121000	14387000
P35842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24112000	39910000	25706000	19211000	20304000	0	21887000	0	10087000	12033000	0	0	0	0	0	0	0	0	0	0
P35844	503090000	251420000	300050000	91911000	39792000	5574100	3433200	0	0	0	0	0	0	0	0	11563000	0	0	11057000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4170300	0	0	0	0	0	0	0	0	0	25719000	32822000	30032000	0	29277000	15645000	0	27649000	0	0	13508000	19855000	33469000	9673400	15669000	15422000	45225000	44829000	37093000
P35997	368920000	66487000	35773000	0	0	32006000	43510000	34630000	30149000	35740000	23149000	17402000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4242900	0	9415700	34098000	17833000
P36006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7338400	13873000	42252000	15438000	11992000	13023000	9250200	8137600	0	6065300	0	4681600	0	0
P36008	0	47422000	19751000	7518900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23152000	0	0	0	0	0	0	0	35219000	0	47740000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63348000	20269000	0	33384000	51498000	30968000	38407000	62903000	58878000	64941000	45449000	64769000	109030000	87099000
P36009	0	796390	1052900	0	0	0	3514400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P36013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9968500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18017000	15059000	13223000	8375600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P36015	0	0	0	8320900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17962000	0	11708000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P36016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3346600	8302800	0	7554700	5344000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P36017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12631000	7465500	5920800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P36036	0	0	0	0	0	0	0	0	2158000	2177500	2271600	9039000	0	0	0	0	0	0	0	0	0	0	0	2072800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P36041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11414000	16576000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P36046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8370800	28704000	23451000	17453000	9203000	9397100	5930200	2735900	3594900	578970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P36049	0	0	7801900	0	0	12297000	18214000	28051000	18530000	15060000	10950000	9481700	11033000	9485200	6708900	8252400	8149500	0	0	0	0	0	0	0	0	0	0	0	0	13617000	6777900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P36060	0	534170	652560	1055600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	911960	2067500	16209000	27437000	20819000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P36069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2879400	9760200	2780800	1700900	1269600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P36102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12002000	12787000	15352000	38376000	14016000	11883000	9873200	8353800	7858500	6378800	0	6003700	0	4047500	4567500	0	0	0	0	0
P36114	0	4739400	12512000	13048000	21133000	5670900	0	0	0	0	0	0	0	0	0	4699200	14273000	10254000	22099000	27923000	14236000	6691500	7291000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9030100	10708000	6548100	7992900	9032700	8186700	6448600	11080000	6007700	6622000	0	5884100	7645200	0
P36120	0	0	0	2338900	2660600	2543300	5430500	0	1774600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P36121	0	2468800	0	0	0	3090700	0	0	0	0	0	2531900	3394500	3772100	0	2473900	3739700	4028300	4794000	2853500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P36151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30875000	47908000	32050000	9069700	11269000	8404900	0	0	0	6224900	0	0	0	0	0	0
P36152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21793000	17039000	19541000	18775000	16308000	0	0	12482000	0	0	0	0	0
P36154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57034000	229690000	54778000	18146000	26518000	0	17921000	14550000	0	13956000	14566000	12843000	0	0	0	0	0	0	0	0	0
P36161	0	0	4496900	4615500	0	0	0	0	0	0	0	0	0	0	3477900	21433000	24281000	16697000	5832000	0	0	0	0	4781700	4262900	7044900	2889900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5523200	3550700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P36421	7151000	4948200	7023800	6993500	0	9461300	18199000	12571000	25749000	39249000	41193000	48317000	62432000	47530000	63738000	39655000	45986000	23472000	33846000	46733000	36419000	27617000	38224000	35331000	20096000	32695000	69211000	151400000	124610000	50581000	0	0	0	22556000	0	16838000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P36775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4623200	0	4670700	4929900	4445000	7632800	9040800	5349500	0	4442500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
